# created 09/29/25
# Custom high-speed powertrain mapping file
# generated by PowertrainMapper Custom Example using PowertrainMapper
# NOTE: this powertrain is for example/testing purposes only

Mach_Number, Altitude (ft),   Throttle, Gross_Thrust (lbf), Ram_Drag (lbf), Fuel_Flow (lb/h), NOx_Rate (lb/h), Electric_Power (kW)
      0.0,     35000.0,     50.0,         11287.2,           0.0,        4808.3,     28.1250,         202.500
      0.0,     35000.0,     60.0,         13544.6,           0.0,        6320.7,     40.5000,         243.000
      0.0,     35000.0,     70.0,         15802.0,           0.0,        7965.0,     55.1250,         283.500
      0.0,     35000.0,     80.0,         18059.5,           0.0,        9731.4,     72.0000,         324.000
      0.0,     35000.0,     90.0,         20316.9,           0.0,       11611.9,     91.1250,         364.500
      0.0,     35000.0,    100.0,         22574.3,           0.0,       13600.0,    112.5000,         405.000
      0.0,     45000.0,     10.0,          2076.5,           0.0,         480.7,      1.2750,          43.500
      0.0,     45000.0,     20.0,          4153.1,           0.0,        1359.5,      5.1000,          87.000
      0.0,     45000.0,     30.0,          6229.6,           0.0,        2497.6,     11.4750,         130.500
      0.0,     45000.0,     40.0,          8306.1,           0.0,        3845.3,     20.4000,         174.000
      0.0,     45000.0,     50.0,         10382.7,           0.0,        5374.0,     31.8750,         217.500
      0.0,     45000.0,     60.0,         12459.2,           0.0,        7064.3,     45.9000,         261.000
      0.0,     45000.0,     70.0,         14535.7,           0.0,        8902.1,     62.4750,         304.500
      0.0,     45000.0,     80.0,         16612.3,           0.0,       10876.2,     81.6000,         348.000
      0.0,     45000.0,     90.0,         18688.8,           0.0,       12978.0,    103.2750,         391.500
      0.0,     45000.0,    100.0,         20765.4,           0.0,       15200.0,    127.5000,         435.000
      0.2,         0.0,     10.0,          2766.4,          80.0,         263.1,      0.6000,          30.600
      0.2,         0.0,     20.0,          5532.8,          80.0,         744.2,      2.4000,          61.200
      0.2,         0.0,     30.0,          8299.2,          80.0,        1367.1,      5.4000,          91.800
      0.2,         0.0,     40.0,         11065.6,          80.0,        2104.8,      9.6000,         122.400
      0.2,         0.0,     50.0,         13832.0,          80.0,        2941.6,     15.0000,         153.000
      0.2,         0.0,     60.0,         16598.4,          80.0,        3866.8,     21.6000,         183.600
      0.2,         0.0,     70.0,         19364.8,          80.0,        4872.7,     29.4000,         214.200
      0.2,         0.0,     80.0,         22131.2,          80.0,        5953.3,     38.4000,         244.800
      0.2,         0.0,     90.0,         24897.6,          80.0,        7103.7,     48.6000,         275.400
      0.2,         0.0,    100.0,         27664.0,          80.0,        8320.0,     60.0000,         306.000
      0.2,      5000.0,     10.0,          2696.4,          76.0,         289.4,      0.6750,          32.130
      0.2,      5000.0,     20.0,          5392.7,          76.0,         818.6,      2.7000,          64.260
      0.2,      5000.0,     30.0,          8089.1,          76.0,        1503.8,      6.0750,          96.390
      0.2,      5000.0,     40.0,         10785.4,          76.0,        2315.3,     10.8000,         128.520
      0.2,      5000.0,     50.0,         13481.8,          76.0,        3235.7,     16.8750,         160.650
      0.2,      5000.0,     60.0,         16178.1,          76.0,        4253.5,     24.3000,         192.780
      0.2,      5000.0,     70.0,         18874.5,          76.0,        5360.0,     33.0750,         224.910
      0.2,      5000.0,     80.0,         21570.8,          76.0,        6548.6,     43.2000,         257.040
      0.2,      5000.0,     90.0,         24267.2,          76.0,        7814.1,     54.6750,         289.170
      0.2,      5000.0,    100.0,         26963.5,          76.0,        9152.0,     67.5000,         321.300
      0.2,     15000.0,     10.0,          2550.5,          68.0,         342.0,      0.8250,          35.190
      0.2,     15000.0,     20.0,          5101.0,          68.0,         967.4,      3.3000,          70.380
      0.2,     15000.0,     30.0,          7651.5,          68.0,        1777.3,      7.4250,         105.570
      0.2,     15000.0,     40.0,         10202.0,          68.0,        2736.3,     13.2000,         140.760
      0.2,     15000.0,     50.0,         12752.5,          68.0,        3824.0,     20.6250,         175.950
      0.2,     15000.0,     60.0,         15303.0,          68.0,        5026.8,     29.7000,         211.140
      0.2,     15000.0,     70.0,         17853.5,          68.0,        6334.5,     40.4250,         246.330
      0.2,     15000.0,     80.0,         20404.0,          68.0,        7739.3,     52.8000,         281.520
      0.2,     15000.0,     90.0,         22954.5,          68.0,        9234.9,     66.8250,         316.710
      0.2,     15000.0,    100.0,         25504.9,          68.0,       10816.0,     82.5000,         351.900
      0.2,     25000.0,     10.0,          2395.8,          60.0,         394.7,      0.9750,          38.250
      0.2,     25000.0,     20.0,          4791.5,          60.0,        1116.2,      3.9000,          76.500
      0.2,     25000.0,     30.0,          7187.3,          60.0,        2050.7,      8.7750,         114.750
      0.2,     25000.0,     40.0,          9583.1,          60.0,        3157.2,     15.6000,         153.000
      0.2,     25000.0,     50.0,         11978.9,          60.0,        4412.3,     24.3750,         191.250
      0.2,     25000.0,     60.0,         14374.6,          60.0,        5800.2,     35.1000,         229.500
      0.2,     25000.0,     70.0,         16770.4,          60.0,        7309.1,     47.7750,         267.750
      0.2,     25000.0,     80.0,         19166.2,          60.0,        8930.0,     62.4000,         306.000
      0.2,     25000.0,     90.0,         21562.0,          60.0,       10655.6,     78.9750,         344.250
      0.2,     25000.0,    100.0,         23957.7,          60.0,       12480.0,     97.5000,         382.500
      0.2,     35000.0,     10.0,          2230.3,          52.0,         447.3,      1.1250,          41.310
      0.2,     35000.0,     20.0,          4460.7,          52.0,        1265.1,      4.5000,          82.620
      0.2,     35000.0,     30.0,          6691.0,          52.0,        2324.1,     10.1250,         123.930
      0.2,     35000.0,     40.0,          8921.4,          52.0,        3578.2,     18.0000,         165.240
      0.2,     35000.0,     50.0,         11151.7,          52.0,        5000.7,     28.1250,         206.550
      0.2,     35000.0,     60.0,         13382.1,          52.0,        6573.5,     40.5000,         247.860
      0.2,     35000.0,     70.0,         15612.4,          52.0,        8283.6,     55.1250,         289.170
      0.2,     35000.0,     80.0,         17842.7,          52.0,       10120.6,     72.0000,         330.480
      0.2,     35000.0,     90.0,         20073.1,          52.0,       12076.4,     91.1250,         371.790
      0.2,     35000.0,    100.0,         22303.4,          52.0,       14144.0,    112.5000,         413.100
      0.2,     45000.0,     10.0,          2051.6,          44.0,         499.9,      1.2750,          44.370
      0.2,     45000.0,     20.0,          4103.2,          44.0,        1413.9,      5.1000,          88.740
      0.2,     45000.0,     30.0,          6154.9,          44.0,        2597.5,     11.4750,         133.110
      0.2,     45000.0,     40.0,          8206.5,          44.0,        3999.1,     20.4000,         177.480
      0.2,     45000.0,     50.0,         10258.1,          44.0,        5589.0,     31.8750,         221.850
      0.2,     45000.0,     60.0,         12309.7,          44.0,        7346.9,     45.9000,         266.220
      0.2,     45000.0,     70.0,         14361.3,          44.0,        9258.1,     62.4750,         310.590
      0.2,     45000.0,     80.0,         16412.9,          44.0,       11311.3,     81.6000,         354.960
      0.2,     45000.0,     90.0,         18464.6,          44.0,       13497.1,    103.2750,         399.330
      0.2,     45000.0,    100.0,         20516.2,          44.0,       15808.0,    127.5000,         443.700
      0.4,         0.0,     10.0,          2665.6,         320.0,         273.2,      0.6000,          31.200
      0.4,         0.0,     20.0,          5331.2,         320.0,         772.8,      2.4000,          62.400
      0.4,         0.0,     30.0,          7996.8,         320.0,        1419.7,      5.4000,          93.600
      0.4,         0.0,     40.0,         10662.4,         320.0,        2185.8,      9.6000,         124.800
      0.4,         0.0,     50.0,         13328.0,         320.0,        3054.7,     15.0000,         156.000
      0.4,         0.0,     60.0,         15993.6,         320.0,        4015.5,     21.6000,         187.200
      0.4,         0.0,     70.0,         18659.2,         320.0,        5060.1,     29.4000,         218.400
      0.4,         0.0,     80.0,         21324.8,         320.0,        6182.3,     38.4000,         249.600
      0.4,         0.0,     90.0,         23990.4,         320.0,        7377.0,     48.6000,         280.800
      0.4,         0.0,    100.0,         26656.0,         320.0,        8640.0,     60.0000,         312.000
      0.4,      5000.0,     10.0,          2598.1,         304.0,         300.5,      0.6750,          32.760
      0.4,      5000.0,     20.0,          5196.2,         304.0,         850.1,      2.7000,          65.520
      0.4,      5000.0,     30.0,          7794.3,         304.0,        1561.7,      6.0750,          98.280
      0.4,      5000.0,     40.0,         10392.4,         304.0,        2404.3,     10.8000,         131.040
      0.4,      5000.0,     50.0,         12990.5,         304.0,        3360.2,     16.8750,         163.800
      0.4,      5000.0,     60.0,         15588.6,         304.0,        4417.1,     24.3000,         196.560
      0.4,      5000.0,     70.0,         18186.7,         304.0,        5566.1,     33.0750,         229.320
      0.4,      5000.0,     80.0,         20784.8,         304.0,        6800.5,     43.2000,         262.080
      0.4,      5000.0,     90.0,         23382.9,         304.0,        8114.7,     54.6750,         294.840
      0.4,      5000.0,    100.0,         25981.1,         304.0,        9504.0,     67.5000,         327.600
      0.4,     15000.0,     10.0,          2457.6,         272.0,         355.2,      0.8250,          35.880
      0.4,     15000.0,     20.0,          4915.1,         272.0,        1004.6,      3.3000,          71.760
      0.4,     15000.0,     30.0,          7372.7,         272.0,        1845.6,      7.4250,         107.640
      0.4,     15000.0,     40.0,          9830.2,         272.0,        2841.5,     13.2000,         143.520
      0.4,     15000.0,     50.0,         12287.8,         272.0,        3971.1,     20.6250,         179.400
      0.4,     15000.0,     60.0,         14745.4,         272.0,        5220.2,     29.7000,         215.280
      0.4,     15000.0,     70.0,         17202.9,         272.0,        6578.2,     40.4250,         251.160
      0.4,     15000.0,     80.0,         19660.5,         272.0,        8037.0,     52.8000,         287.040
      0.4,     15000.0,     90.0,         22118.1,         272.0,        9590.0,     66.8250,         322.920
      0.4,     15000.0,    100.0,         24575.6,         272.0,       11232.0,     82.5000,         358.800
      0.4,     25000.0,     10.0,          2308.5,         240.0,         409.8,      0.9750,          39.000
      0.4,     25000.0,     20.0,          4617.0,         240.0,        1159.2,      3.9000,          78.000
      0.4,     25000.0,     30.0,          6925.4,         240.0,        2129.5,      8.7750,         117.000
      0.4,     25000.0,     40.0,          9233.9,         240.0,        3278.6,     15.6000,         156.000
      0.4,     25000.0,     50.0,         11542.4,         240.0,        4582.1,     24.3750,         195.000
      0.4,     25000.0,     60.0,         13850.9,         240.0,        6023.3,     35.1000,         234.000
      0.4,     25000.0,     70.0,         16159.3,         240.0,        7590.2,     47.7750,         273.000
      0.4,     25000.0,     80.0,         18467.8,         240.0,        9273.4,     62.4000,         312.000
      0.4,     25000.0,     90.0,         20776.3,         240.0,       11065.4,     78.9750,         351.000
      0.4,     25000.0,    100.0,         23084.8,         240.0,       12960.0,     97.5000,         390.000
      0.4,     35000.0,     10.0,          2149.1,         208.0,         464.5,      1.1250,          42.120
      0.4,     35000.0,     20.0,          4298.2,         208.0,        1313.7,      4.5000,          84.240
      0.4,     35000.0,     30.0,          6447.2,         208.0,        2413.5,     10.1250,         126.360
      0.4,     35000.0,     40.0,          8596.3,         208.0,        3715.8,     18.0000,         168.480
      0.4,     35000.0,     50.0,         10745.4,         208.0,        5193.0,     28.1250,         210.600
      0.4,     35000.0,     60.0,         12894.5,         208.0,        6826.4,     40.5000,         252.720
      0.4,     35000.0,     70.0,         15043.5,         208.0,        8602.2,     55.1250,         294.840
      0.4,     35000.0,     80.0,         17192.6,         208.0,       10509.9,     72.0000,         336.960
      0.4,     35000.0,     90.0,         19341.7,         208.0,       12540.8,     91.1250,         379.080
      0.4,     35000.0,    100.0,         21490.8,         208.0,       14688.0,    112.5000,         421.200
      0.4,     45000.0,     10.0,          1976.9,         176.0,         519.1,      1.2750,          45.240
      0.4,     45000.0,     20.0,          3953.7,         176.0,        1468.3,      5.1000,          90.480
      0.4,     45000.0,     30.0,          5930.6,         176.0,        2697.4,     11.4750,         135.720
      0.4,     45000.0,     40.0,          7907.4,         176.0,        4153.0,     20.4000,         180.960
      0.4,     45000.0,     50.0,          9884.3,         176.0,        5803.9,     31.8750,         226.200
      0.4,     45000.0,     60.0,         11861.2,         176.0,        7629.5,     45.9000,         271.440
      0.4,     45000.0,     70.0,         13838.0,         176.0,        9614.2,     62.4750,         316.680
      0.4,     45000.0,     80.0,         15814.9,         176.0,       11746.3,     81.6000,         361.920
      0.4,     45000.0,     90.0,         17791.8,         176.0,       14016.2,    103.2750,         407.160
      0.4,     45000.0,    100.0,         19768.6,         176.0,       16416.0,    127.5000,         452.400
      0.6,         0.0,     10.0,          2497.6,         720.0,         283.3,      0.6000,          31.800
      0.6,         0.0,     20.0,          4995.2,         720.0,         801.4,      2.4000,          63.600
      0.6,         0.0,     30.0,          7492.8,         720.0,        1472.3,      5.4000,          95.400
      0.6,         0.0,     40.0,          9990.4,         720.0,        2266.7,      9.6000,         127.200
      0.6,         0.0,     50.0,         12488.0,         720.0,        3167.8,     15.0000,         159.000
      0.6,         0.0,     60.0,         14985.6,         720.0,        4164.2,     21.6000,         190.800
      0.6,         0.0,     70.0,         17483.2,         720.0,        5247.5,     29.4000,         222.600
      0.6,         0.0,     80.0,         19980.8,         720.0,        6411.3,     38.4000,         254.400
      0.6,         0.0,     90.0,         22478.4,         720.0,        7650.2,     48.6000,         286.200
      0.6,         0.0,    100.0,         24976.0,         720.0,        8960.0,     60.0000,         318.000
      0.6,      5000.0,     10.0,          2434.4,         684.0,         311.7,      0.6750,          33.390
      0.6,      5000.0,     20.0,          4868.7,         684.0,         881.5,      2.7000,          66.780
      0.6,      5000.0,     30.0,          7303.1,         684.0,        1619.5,      6.0750,         100.170
      0.6,      5000.0,     40.0,          9737.4,         684.0,        2493.4,     10.8000,         133.560
      0.6,      5000.0,     50.0,         12171.8,         684.0,        3484.6,     16.8750,         166.950
      0.6,      5000.0,     60.0,         14606.2,         684.0,        4580.7,     24.3000,         200.340
      0.6,      5000.0,     70.0,         17040.5,         684.0,        5772.3,     33.0750,         233.730
      0.6,      5000.0,     80.0,         19474.9,         684.0,        7052.4,     43.2000,         267.120
      0.6,      5000.0,     90.0,         21909.2,         684.0,        8415.2,     54.6750,         300.510
      0.6,      5000.0,    100.0,         24343.6,         684.0,        9856.0,     67.5000,         333.900
      0.6,     15000.0,     10.0,          2302.7,         612.0,         368.3,      0.8250,          36.570
      0.6,     15000.0,     20.0,          4605.3,         612.0,        1041.8,      3.3000,          73.140
      0.6,     15000.0,     30.0,          6908.0,         612.0,        1914.0,      7.4250,         109.710
      0.6,     15000.0,     40.0,          9210.7,         612.0,        2946.7,     13.2000,         146.280
      0.6,     15000.0,     50.0,         11513.4,         612.0,        4118.2,     20.6250,         182.850
      0.6,     15000.0,     60.0,         13816.0,         612.0,        5413.5,     29.7000,         219.420
      0.6,     15000.0,     70.0,         16118.7,         612.0,        6821.8,     40.4250,         255.990
      0.6,     15000.0,     80.0,         18421.4,         612.0,        8334.6,     52.8000,         292.560
      0.6,     15000.0,     90.0,         20724.1,         612.0,        9945.2,     66.8250,         329.130
      0.6,     15000.0,    100.0,         23026.7,         612.0,       11648.0,     82.5000,         365.700
      0.6,     25000.0,     10.0,          2163.0,         540.0,         425.0,      0.9750,          39.750
      0.6,     25000.0,     20.0,          4326.0,         540.0,        1202.1,      3.9000,          79.500
      0.6,     25000.0,     30.0,          6489.0,         540.0,        2208.4,      8.7750,         119.250
      0.6,     25000.0,     40.0,          8651.9,         540.0,        3400.1,     15.6000,         159.000
      0.6,     25000.0,     50.0,         10814.9,         540.0,        4751.8,     24.3750,         198.750
      0.6,     25000.0,     60.0,         12977.9,         540.0,        6246.3,     35.1000,         238.500
      0.6,     25000.0,     70.0,         15140.9,         540.0,        7871.3,     47.7750,         278.250
      0.6,     25000.0,     80.0,         17303.9,         540.0,        9616.9,     62.4000,         318.000
      0.6,     25000.0,     90.0,         19466.9,         540.0,       11475.3,     78.9750,         357.750
      0.6,     25000.0,    100.0,         21629.9,         540.0,       13440.0,     97.5000,         397.500
      0.6,     35000.0,     10.0,          2013.6,         468.0,         481.7,      1.1250,          42.930
      0.6,     35000.0,     20.0,          4027.3,         468.0,        1362.4,      4.5000,          85.860
      0.6,     35000.0,     30.0,          6040.9,         468.0,        2502.9,     10.1250,         128.790
      0.6,     35000.0,     40.0,          8054.5,         468.0,        3853.4,     18.0000,         171.720
      0.6,     35000.0,     50.0,         10068.1,         468.0,        5385.3,     28.1250,         214.650
      0.6,     35000.0,     60.0,         12081.8,         468.0,        7079.2,     40.5000,         257.580
      0.6,     35000.0,     70.0,         14095.4,         468.0,        8920.8,     55.1250,         300.510
      0.6,     35000.0,     80.0,         16109.0,         468.0,       10899.1,     72.0000,         343.440
      0.6,     35000.0,     90.0,         18122.7,         468.0,       13005.3,     91.1250,         386.370
      0.6,     35000.0,    100.0,         20136.3,         468.0,       15232.0,    112.5000,         429.300
      0.6,     45000.0,     10.0,          1852.3,         396.0,         538.3,      1.2750,          46.110
      0.6,     45000.0,     20.0,          3704.5,         396.0,        1522.7,      5.1000,          92.220
      0.6,     45000.0,     30.0,          5556.8,         396.0,        2797.3,     11.4750,         138.330
      0.6,     45000.0,     40.0,          7409.1,         396.0,        4306.8,     20.4000,         184.440
      0.6,     45000.0,     50.0,          9261.3,         396.0,        6018.9,     31.8750,         230.550
      0.6,     45000.0,     60.0,         11113.6,         396.0,        7912.0,     45.9000,         276.660
      0.6,     45000.0,     70.0,         12965.9,         396.0,        9970.3,     62.4750,         322.770
      0.6,     45000.0,     80.0,         14818.2,         396.0,       12181.4,     81.6000,         368.880
      0.6,     45000.0,     90.0,         16670.4,         396.0,       14535.3,    103.2750,         414.990
      0.6,     45000.0,    100.0,         18522.7,         396.0,       17024.0,    127.5000,         461.100
      0.8,         0.0,     10.0,          2262.4,        1280.0,         293.5,      0.6000,          32.400
      0.8,         0.0,     20.0,          4524.8,        1280.0,         830.0,      2.4000,          64.800
      0.8,         0.0,     30.0,          6787.2,        1280.0,        1524.9,      5.4000,          97.200
      0.8,         0.0,     40.0,          9049.6,        1280.0,        2347.7,      9.6000,         129.600
      0.8,         0.0,     50.0,         11312.0,        1280.0,        3281.0,     15.0000,         162.000
      0.8,         0.0,     60.0,         13574.4,        1280.0,        4313.0,     21.6000,         194.400
      0.8,         0.0,     70.0,         15836.8,        1280.0,        5434.9,     29.4000,         226.800
      0.8,         0.0,     80.0,         18099.2,        1280.0,        6640.2,     38.4000,         259.200
      0.8,         0.0,     90.0,         20361.6,        1280.0,        7923.4,     48.6000,         291.600
      0.8,         0.0,    100.0,         22624.0,        1280.0,        9280.0,     60.0000,         324.000
      0.8,      5000.0,     10.0,          2205.1,        1216.0,         322.8,      0.6750,          34.020
      0.8,      5000.0,     20.0,          4410.2,        1216.0,         913.0,      2.7000,          68.040
      0.8,      5000.0,     30.0,          6615.3,        1216.0,        1677.3,      6.0750,         102.060
      0.8,      5000.0,     40.0,          8820.5,        1216.0,        2582.4,     10.8000,         136.080
      0.8,      5000.0,     50.0,         11025.6,        1216.0,        3609.1,     16.8750,         170.100
      0.8,      5000.0,     60.0,         13230.7,        1216.0,        4744.2,     24.3000,         204.120
      0.8,      5000.0,     70.0,         15435.8,        1216.0,        5978.4,     33.0750,         238.140
      0.8,      5000.0,     80.0,         17640.9,        1216.0,        7304.3,     43.2000,         272.160
      0.8,      5000.0,     90.0,         19846.0,        1216.0,        8715.7,     54.6750,         306.180
      0.8,      5000.0,    100.0,         22051.1,        1216.0,       10208.0,     67.5000,         340.200
      0.8,     15000.0,     10.0,          2085.8,        1088.0,         381.5,      0.8250,          37.260
      0.8,     15000.0,     20.0,          4171.7,        1088.0,        1079.0,      3.3000,          74.520
      0.8,     15000.0,     30.0,          6257.5,        1088.0,        1982.3,      7.4250,         111.780
      0.8,     15000.0,     40.0,          8343.3,        1088.0,        3052.0,     13.2000,         149.040
      0.8,     15000.0,     50.0,         10429.1,        1088.0,        4265.3,     20.6250,         186.300
      0.8,     15000.0,     60.0,         12515.0,        1088.0,        5606.8,     29.7000,         223.560
      0.8,     15000.0,     70.0,         14600.8,        1088.0,        7065.4,     40.4250,         260.820
      0.8,     15000.0,     80.0,         16686.6,        1088.0,        8632.3,     52.8000,         298.080
      0.8,     15000.0,     90.0,         18772.5,        1088.0,       10300.4,     66.8250,         335.340
      0.8,     15000.0,    100.0,         20858.3,        1088.0,       12064.0,     82.5000,         372.600
      0.8,     25000.0,     10.0,          1959.3,         960.0,         440.2,      0.9750,          40.500
      0.8,     25000.0,     20.0,          3918.6,         960.0,        1245.0,      3.9000,          81.000
      0.8,     25000.0,     30.0,          5877.9,         960.0,        2287.3,      8.7750,         121.500
      0.8,     25000.0,     40.0,          7837.2,         960.0,        3521.5,     15.6000,         162.000
      0.8,     25000.0,     50.0,          9796.5,         960.0,        4921.5,     24.3750,         202.500
      0.8,     25000.0,     60.0,         11755.8,         960.0,        6469.4,     35.1000,         243.000
      0.8,     25000.0,     70.0,         13715.1,         960.0,        8152.4,     47.7750,         283.500
      0.8,     25000.0,     80.0,         15674.4,         960.0,        9960.3,     62.4000,         324.000
      0.8,     25000.0,     90.0,         17633.7,         960.0,       11885.1,     78.9750,         364.500
      0.8,     25000.0,    100.0,         19593.0,         960.0,       13920.0,     97.5000,         405.000
      0.8,     35000.0,     10.0,          1824.0,         832.0,         498.9,      1.1250,          43.740
      0.8,     35000.0,     20.0,          3648.0,         832.0,        1411.0,      4.5000,          87.480
      0.8,     35000.0,     30.0,          5472.0,         832.0,        2592.3,     10.1250,         131.220
      0.8,     35000.0,     40.0,          7296.0,         832.0,        3991.0,     18.0000,         174.960
      0.8,     35000.0,     50.0,          9120.0,         832.0,        5577.7,     28.1250,         218.700
      0.8,     35000.0,     60.0,         10944.0,         832.0,        7332.0,     40.5000,         262.440
      0.8,     35000.0,     70.0,         12768.0,         832.0,        9239.4,     55.1250,         306.180
      0.8,     35000.0,     80.0,         14592.0,         832.0,       11288.4,     72.0000,         349.920
      0.8,     35000.0,     90.0,         16416.0,         832.0,       13469.8,     91.1250,         393.660
      0.8,     35000.0,    100.0,         18240.1,         832.0,       15776.0,    112.5000,         437.400
      0.8,     45000.0,     10.0,          1677.8,         704.0,         557.6,      1.2750,          46.980
      0.8,     45000.0,     20.0,          3355.7,         704.0,        1577.1,      5.1000,          93.960
      0.8,     45000.0,     30.0,          5033.5,         704.0,        2897.2,     11.4750,         140.940
      0.8,     45000.0,     40.0,          6711.4,         704.0,        4460.6,     20.4000,         187.920
      0.8,     45000.0,     50.0,          8389.2,         704.0,        6233.9,     31.8750,         234.900
      0.8,     45000.0,     60.0,         10067.0,         704.0,        8194.6,     45.9000,         281.880
      0.8,     45000.0,     70.0,         11744.9,         704.0,       10326.4,     62.4750,         328.860
      0.8,     45000.0,     80.0,         13422.7,         704.0,       12616.4,     81.6000,         375.840
      0.8,     45000.0,     90.0,         15100.6,         704.0,       15054.5,    103.2750,         422.820
      0.8,     45000.0,    100.0,         16778.4,         704.0,       17632.0,    127.5000,         469.800
      1.0,         0.0,     10.0,          1960.0,        2000.0,         303.6,      0.6000,          33.000
      1.0,         0.0,     20.0,          3920.0,        2000.0,         858.7,      2.4000,          66.000
      1.0,         0.0,     30.0,          5880.0,        2000.0,        1577.4,      5.4000,          99.000
      1.0,         0.0,     40.0,          7840.0,        2000.0,        2428.6,      9.6000,         132.000
      1.0,         0.0,     50.0,          9800.0,        2000.0,        3394.1,     15.0000,         165.000
      1.0,         0.0,     60.0,         11760.0,        2000.0,        4461.7,     21.6000,         198.000
      1.0,         0.0,     70.0,         13720.0,        2000.0,        5622.4,     29.4000,         231.000
      1.0,         0.0,     80.0,         15680.0,        2000.0,        6869.2,     38.4000,         264.000
      1.0,         0.0,     90.0,         17640.0,        2000.0,        8196.6,     48.6000,         297.000
      1.0,         0.0,    100.0,         19600.0,        2000.0,        9600.0,     60.0000,         330.000
      1.0,      5000.0,     10.0,          1910.4,        1900.0,         333.9,      0.6750,          34.650
      1.0,      5000.0,     20.0,          3820.7,        1900.0,         944.5,      2.7000,          69.300
