# created 09/29/25
# Realistic hybrid turbofan powertrain mapping file
# generated by PowertrainMapper Example using PowertrainMapper
# NOTE: this powertrain is for example/testing purposes only

Mach_Number, Altitude (ft),   Throttle, Gross_Thrust (lbf), Ram_Drag (lbf), Fuel_Flow (lb/h), NOx_Rate (lb/h), Electric_Power (kW)
      0.0,     37000.0,     50.0,         11112.2,           0.0,        4921.5,     28.8750,         205.500
      0.0,     39000.0,     21.0,          4592.4,           0.0,        1370.4,      5.2258,          87.570
      0.0,     39000.0,     22.0,          4811.1,           0.0,        1469.4,      5.7354,          91.740
      0.0,     39000.0,     24.0,          5248.5,           0.0,        1674.3,      6.8256,         100.080
      0.0,     39000.0,     26.0,          5685.9,           0.0,        1887.9,      8.0106,         108.420
      0.0,     39000.0,     30.0,          6560.6,           0.0,        2339.9,     10.6650,         125.100
      0.0,     39000.0,     34.0,          7435.4,           0.0,        2823.1,     13.6986,         141.780
      0.0,     39000.0,     38.0,          8310.1,           0.0,        3335.7,     17.1114,         158.460
      0.0,     39000.0,     42.0,          9184.9,           0.0,        3876.0,     20.9034,         175.140
      0.0,     39000.0,     46.0,         10059.6,           0.0,        4442.7,     25.0746,         191.820
      0.0,     39000.0,     48.0,         10497.0,           0.0,        4735.6,     27.3024,         200.160
      0.0,     39000.0,     50.0,         10934.3,           0.0,        5034.6,     29.6250,         208.500
      0.3,         0.0,     21.0,          5721.2,         180.0,         816.1,      2.6460,          64.890
      0.3,         0.0,     22.0,          5993.7,         180.0,         875.0,      2.9040,          67.980
      0.3,         0.0,     24.0,          6538.6,         180.0,         997.0,      3.4560,          74.160
      0.3,         0.0,     26.0,          7083.4,         180.0,        1124.2,      4.0560,          80.340
      0.3,         0.0,     30.0,          8173.2,         180.0,        1393.4,      5.4000,          92.700
      0.3,         0.0,     34.0,          9263.0,         180.0,        1681.2,      6.9360,         105.060
      0.3,         0.0,     38.0,         10352.7,         180.0,        1986.4,      8.6640,         117.420
      0.3,         0.0,     42.0,         11442.5,         180.0,        2308.2,     10.5840,         129.780
      0.3,         0.0,     46.0,         12532.2,         180.0,        2645.7,     12.6960,         142.140
      0.3,         0.0,     48.0,         13077.1,         180.0,        2820.1,     13.8240,         148.320
      0.3,         0.0,     50.0,         13622.0,         180.0,        2998.1,     15.0000,         154.500
      0.3,      2000.0,     21.0,          5663.7,         176.4,         848.7,      2.7783,          66.188
      0.3,      2000.0,     22.0,          5933.4,         176.4,         910.0,      3.0492,          69.340
      0.3,      2000.0,     24.0,          6472.8,         176.4,        1036.9,      3.6288,          75.643
      0.3,      2000.0,     26.0,          7012.2,         176.4,        1169.2,      4.2588,          81.947
      0.3,      2000.0,     30.0,          8091.1,         176.4,        1449.1,      5.6700,          94.554
      0.3,      2000.0,     34.0,          9169.9,         176.4,        1748.4,      7.2828,         107.161
      0.3,      2000.0,     38.0,         10248.7,         176.4,        2065.9,      9.0972,         119.768
      0.3,      2000.0,     42.0,         11327.5,         176.4,        2400.5,     11.1132,         132.376
      0.3,      2000.0,     46.0,         12406.3,         176.4,        2751.5,     13.3308,         144.983
      0.3,      2000.0,     48.0,         12945.7,         176.4,        2932.9,     14.5152,         151.286
      0.3,      2000.0,     50.0,         13485.1,         176.4,        3118.1,     15.7500,         157.590
      0.3,     10000.0,     21.0,          5427.6,         162.0,         979.3,      3.3075,          71.379
      0.3,     10000.0,     22.0,          5686.1,         162.0,        1050.1,      3.6300,          74.778
      0.3,     10000.0,     24.0,          6203.0,         162.0,        1196.4,      4.3200,          81.576
      0.3,     10000.0,     26.0,          6719.9,         162.0,        1349.1,      5.0700,          88.374
      0.3,     10000.0,     30.0,          7753.8,         162.0,        1672.1,      6.7500,         101.970
      0.3,     10000.0,     34.0,          8787.6,         162.0,        2017.4,      8.6700,         115.566
      0.3,     10000.0,     38.0,          9821.5,         162.0,        2383.7,     10.8300,         129.162
      0.3,     10000.0,     42.0,         10855.3,         162.0,        2769.8,     13.2300,         142.758
      0.3,     10000.0,     46.0,         11889.1,         162.0,        3174.8,     15.8700,         156.354
      0.3,     10000.0,     48.0,         12406.0,         162.0,        3384.1,     17.2800,         163.152
      0.3,     10000.0,     50.0,         12923.0,         162.0,        3597.8,     18.7500,         169.950
      0.3,     20000.0,     21.0,          5117.2,         144.0,        1142.5,      3.9690,          77.868
      0.3,     20000.0,     22.0,          5360.9,         144.0,        1225.1,      4.3560,          81.576
      0.3,     20000.0,     24.0,          5848.3,         144.0,        1395.9,      5.1840,          88.992
      0.3,     20000.0,     26.0,          6335.6,         144.0,        1573.9,      6.0840,          96.408
      0.3,     20000.0,     30.0,          7310.3,         144.0,        1950.8,      8.1000,         111.240
      0.3,     20000.0,     34.0,          8285.0,         144.0,        2353.7,     10.4040,         126.072
      0.3,     20000.0,     38.0,          9259.8,         144.0,        2781.0,     12.9960,         140.904
      0.3,     20000.0,     42.0,         10234.5,         144.0,        3231.5,     15.8760,         155.736
      0.3,     20000.0,     46.0,         11209.2,         144.0,        3703.9,     19.0440,         170.568
      0.3,     20000.0,     48.0,         11696.5,         144.0,        3948.1,     20.7360,         177.984
      0.3,     20000.0,     50.0,         12183.9,         144.0,        4197.4,     22.5000,         185.400
      0.3,     30000.0,     21.0,          4786.7,         126.0,        1305.7,      4.6305,          84.357
      0.3,     30000.0,     22.0,          5014.7,         126.0,        1400.1,      5.0820,          88.374
      0.3,     30000.0,     24.0,          5470.6,         126.0,        1595.3,      6.0480,          96.408
      0.3,     30000.0,     26.0,          5926.4,         126.0,        1798.8,      7.0980,         104.442
      0.3,     30000.0,     30.0,          6838.2,         126.0,        2229.4,      9.4500,         120.510
      0.3,     30000.0,     34.0,          7749.9,         126.0,        2689.9,     12.1380,         136.578
      0.3,     30000.0,     38.0,          8661.7,         126.0,        3178.3,     15.1620,         152.646
      0.3,     30000.0,     42.0,          9573.5,         126.0,        3693.1,     18.5220,         168.714
      0.3,     30000.0,     46.0,         10485.2,         126.0,        4233.0,     22.2180,         184.782
      0.3,     30000.0,     48.0,         10941.1,         126.0,        4512.1,     24.1920,         192.816
      0.3,     30000.0,     50.0,         11397.0,         126.0,        4797.0,     26.2500,         200.850
      0.3,     37000.0,     21.0,          4541.1,         113.4,        1420.0,      5.0935,          88.899
      0.3,     37000.0,     22.0,          4757.3,         113.4,        1522.6,      5.5902,          93.133
      0.3,     37000.0,     24.0,          5189.8,         113.4,        1734.9,      6.6528,         101.599
      0.3,     37000.0,     26.0,          5622.3,         113.4,        1956.2,      7.8078,         110.066
      0.3,     37000.0,     30.0,          6487.3,         113.4,        2424.5,     10.3950,         126.999
      0.3,     37000.0,     34.0,          7352.2,         113.4,        2925.3,     13.3518,         143.932
      0.3,     37000.0,     38.0,          8217.2,         113.4,        3456.4,     16.6782,         160.865
      0.3,     37000.0,     42.0,          9082.2,         113.4,        4016.2,     20.3742,         177.799
      0.3,     37000.0,     46.0,          9947.2,         113.4,        4603.4,     24.4398,         194.732
      0.3,     37000.0,     48.0,         10379.6,         113.4,        4906.9,     26.6112,         203.198
      0.3,     37000.0,     50.0,         10812.1,         113.4,        5216.8,     28.8750,         211.665
      0.3,     39000.0,     21.0,          4468.4,         109.8,        1452.6,      5.2258,          90.197
      0.3,     39000.0,     22.0,          4681.2,         109.8,        1557.6,      5.7354,          94.492
      0.3,     39000.0,     24.0,          5106.8,         109.8,        1774.7,      6.8256,         103.082
      0.3,     39000.0,     26.0,          5532.3,         109.8,        2001.1,      8.0106,         111.673
      0.3,     39000.0,     30.0,          6383.5,         109.8,        2480.3,     10.6650,         128.853
      0.3,     39000.0,     34.0,          7234.6,         109.8,        2992.5,     13.6986,         146.033
      0.3,     39000.0,     38.0,          8085.7,         109.8,        3535.8,     17.1114,         163.214
      0.3,     39000.0,     42.0,          8936.9,         109.8,        4108.6,     20.9034,         180.394
      0.3,     39000.0,     46.0,          9788.0,         109.8,        4709.3,     25.0746,         197.575
      0.3,     39000.0,     48.0,         10213.6,         109.8,        5019.7,     27.3024,         206.165
      0.3,     39000.0,     50.0,         10639.1,         109.8,        5336.7,     29.6250,         214.755
      0.6,         0.0,     21.0,          5245.0,         720.0,         862.3,      2.6460,          66.780
      0.6,         0.0,     22.0,          5494.7,         720.0,         924.6,      2.9040,          69.960
      0.6,         0.0,     24.0,          5994.2,         720.0,        1053.5,      3.4560,          76.320
      0.6,         0.0,     26.0,          6493.8,         720.0,        1187.9,      4.0560,          82.680
      0.6,         0.0,     30.0,          7492.8,         720.0,        1472.3,      5.4000,          95.400
      0.6,         0.0,     34.0,          8491.8,         720.0,        1776.3,      6.9360,         108.120
      0.6,         0.0,     38.0,          9490.9,         720.0,        2098.9,      8.6640,         120.840
      0.6,         0.0,     42.0,         10489.9,         720.0,        2438.8,     10.5840,         133.560
      0.6,         0.0,     46.0,         11489.0,         720.0,        2795.4,     12.6960,         146.280
      0.6,         0.0,     48.0,         11988.5,         720.0,        2979.7,     13.8240,         152.640
      0.6,         0.0,     50.0,         12488.0,         720.0,        3167.8,     15.0000,         159.000
      0.6,      2000.0,     21.0,          5192.2,         705.6,         896.7,      2.7783,          68.116
      0.6,      2000.0,     22.0,          5439.5,         705.6,         961.6,      3.0492,          71.359
      0.6,      2000.0,     24.0,          5934.0,         705.6,        1095.6,      3.6288,          77.846
      0.6,      2000.0,     26.0,          6428.5,         705.6,        1235.4,      4.2588,          84.334
      0.6,      2000.0,     30.0,          7417.5,         705.6,        1531.2,      5.6700,          97.308
      0.6,      2000.0,     34.0,          8406.5,         705.6,        1847.4,      7.2828,         110.282
      0.6,      2000.0,     38.0,          9395.5,         705.6,        2182.8,      9.0972,         123.257
      0.6,      2000.0,     42.0,         10384.5,         705.6,        2536.4,     11.1132,         136.231
      0.6,      2000.0,     46.0,         11373.5,         705.6,        2907.2,     13.3308,         149.206
      0.6,      2000.0,     48.0,         11868.0,         705.6,        3098.9,     14.5152,         155.693
      0.6,      2000.0,     50.0,         12362.5,         705.6,        3294.6,     15.7500,         162.180
      0.6,     10000.0,     21.0,          4975.8,         648.0,        1034.7,      3.3075,          73.458
      0.6,     10000.0,     22.0,          5212.7,         648.0,        1109.5,      3.6300,          76.956
      0.6,     10000.0,     24.0,          5686.6,         648.0,        1264.2,      4.3200,          83.952
      0.6,     10000.0,     26.0,          6160.5,         648.0,        1425.4,      5.0700,          90.948
      0.6,     10000.0,     30.0,          7108.3,         648.0,        1766.7,      6.7500,         104.940
      0.6,     10000.0,     34.0,          8056.1,         648.0,        2131.6,      8.6700,         118.932
      0.6,     10000.0,     38.0,          9003.8,         648.0,        2518.6,     10.8300,         132.924
      0.6,     10000.0,     42.0,          9951.6,         648.0,        2926.6,     13.2300,         146.916
      0.6,     10000.0,     46.0,         10899.4,         648.0,        3354.5,     15.8700,         160.908
      0.6,     10000.0,     48.0,         11373.3,         648.0,        3575.6,     17.2800,         167.904
      0.6,     10000.0,     50.0,         11847.2,         648.0,        3801.4,     18.7500,         174.900
      0.6,     20000.0,     21.0,          4691.2,         576.0,        1207.2,      3.9690,          80.136
      0.6,     20000.0,     22.0,          4914.6,         576.0,        1294.4,      4.3560,          83.952
      0.6,     20000.0,     24.0,          5361.4,         576.0,        1474.9,      5.1840,          91.584
      0.6,     20000.0,     26.0,          5808.2,         576.0,        1663.0,      6.0840,          99.216
      0.6,     20000.0,     30.0,          6701.8,         576.0,        2061.2,      8.1000,         114.480
      0.6,     20000.0,     34.0,          7595.3,         576.0,        2486.9,     10.4040,         129.744
      0.6,     20000.0,     38.0,          8488.9,         576.0,        2938.4,     12.9960,         145.008
      0.6,     20000.0,     42.0,          9382.5,         576.0,        3414.4,     15.8760,         160.272
      0.6,     20000.0,     46.0,         10276.0,         576.0,        3913.6,     19.0440,         175.536
      0.6,     20000.0,     48.0,         10722.8,         576.0,        4171.6,     20.7360,         183.168
      0.6,     20000.0,     50.0,         11169.6,         576.0,        4435.0,     22.5000,         190.800
      0.6,     30000.0,     21.0,          4388.2,         504.0,        1379.6,      4.6305,          86.814
      0.6,     30000.0,     22.0,          4597.2,         504.0,        1479.3,      5.0820,          90.948
      0.6,     30000.0,     24.0,          5015.1,         504.0,        1685.6,      6.0480,          99.216
      0.6,     30000.0,     26.0,          5433.1,         504.0,        1900.6,      7.0980,         107.484
      0.6,     30000.0,     30.0,          6268.9,         504.0,        2355.6,      9.4500,         124.020
      0.6,     30000.0,     34.0,          7104.8,         504.0,        2842.1,     12.1380,         140.556
      0.6,     30000.0,     38.0,          7940.6,         504.0,        3358.2,     15.1620,         157.092
      0.6,     30000.0,     42.0,          8776.5,         504.0,        3902.1,     18.5220,         173.628
      0.6,     30000.0,     46.0,          9612.4,         504.0,        4472.6,     22.2180,         190.164
      0.6,     30000.0,     48.0,         10030.3,         504.0,        4767.5,     24.1920,         198.432
      0.6,     30000.0,     50.0,         10448.2,         504.0,        5068.5,     26.2500,         206.700
      0.6,     37000.0,     21.0,          4163.1,         453.6,        1500.3,      5.0935,          91.489
      0.6,     37000.0,     22.0,          4361.3,         453.6,        1608.8,      5.5902,          95.845
      0.6,     37000.0,     24.0,          4757.8,         453.6,        1833.0,      6.6528,         104.558
      0.6,     37000.0,     26.0,          5154.3,         453.6,        2066.9,      7.8078,         113.272
      0.6,     37000.0,     30.0,          5947.2,         453.6,        2561.8,     10.3950,         130.698
      0.6,     37000.0,     34.0,          6740.2,         453.6,        3090.8,     13.3518,         148.124
      0.6,     37000.0,     38.0,          7533.2,         453.6,        3652.0,     16.6782,         165.551
      0.6,     37000.0,     42.0,          8326.1,         453.6,        4243.6,     20.3742,         182.977
      0.6,     37000.0,     46.0,          9119.1,         453.6,        4864.0,     24.4398,         200.404
      0.6,     37000.0,     48.0,          9515.6,         453.6,        5184.6,     26.6112,         209.117
      0.6,     37000.0,     50.0,          9912.0,         453.6,        5512.0,     28.8750,         217.830
      0.6,     39000.0,     21.0,          4096.4,         439.2,        1534.8,      5.2258,          92.824
      0.6,     39000.0,     22.0,          4291.5,         439.2,        1645.7,      5.7354,          97.244
      0.6,     39000.0,     24.0,          4681.7,         439.2,        1875.2,      6.8256,         106.085
      0.6,     39000.0,     26.0,          5071.8,         439.2,        2114.4,      8.0106,         114.925
      0.6,     39000.0,     30.0,          5852.1,         439.2,        2620.7,     10.6650,         132.606
      0.6,     39000.0,     34.0,          6632.3,         439.2,        3161.9,     13.6986,         150.287
      0.6,     39000.0,     38.0,          7412.6,         439.2,        3736.0,     17.1114,         167.968
      0.6,     39000.0,     42.0,          8192.9,         439.2,        4341.1,     20.9034,         185.648
      0.6,     39000.0,     46.0,          8973.2,         439.2,        4975.8,     25.0746,         203.329
      0.6,     39000.0,     48.0,          9363.3,         439.2,        5303.8,     27.3024,         212.170
      0.6,     39000.0,     50.0,          9753.4,         439.2,        5638.8,     29.6250,         221.010
      0.9,         0.0,     21.0,          4451.2,        1620.0,         908.4,      2.6460,          68.670
      0.9,         0.0,     22.0,          4663.1,        1620.0,         974.1,      2.9040,          71.940
      0.9,         0.0,     24.0,          5087.0,        1620.0,        1109.9,      3.4560,          78.480
      0.9,         0.0,     26.0,          5511.0,        1620.0,        1251.5,      4.0560,          85.020
      0.9,         0.0,     30.0,          6358.8,        1620.0,        1551.2,      5.4000,          98.100
      0.9,         0.0,     34.0,          7206.6,        1620.0,        1871.5,      6.9360,         111.180
      0.9,         0.0,     38.0,          8054.5,        1620.0,        2211.3,      8.6640,         124.260
      0.9,         0.0,     42.0,          8902.3,        1620.0,        2569.5,     10.5840,         137.340
      0.9,         0.0,     46.0,          9750.2,        1620.0,        2945.2,     12.6960,         150.420
      0.9,         0.0,     48.0,         10174.1,        1620.0,        3139.3,     13.8240,         156.960
      0.9,         0.0,     50.0,         10598.0,        1620.0,        3337.5,     15.0000,         163.500
      0.9,      2000.0,     21.0,          4406.4,        1587.6,         944.8,      2.7783,          70.043
      0.9,      2000.0,     22.0,          4616.3,        1587.6,        1013.1,      3.0492,          73.379
      0.9,      2000.0,     24.0,          5035.9,        1587.6,        1154.3,      3.6288,          80.050
      0.9,      2000.0,     26.0,          5455.6,        1587.6,        1301.6,      4.2588,          86.720
      0.9,      2000.0,     30.0,          6294.9,        1587.6,        1613.2,      5.6700,         100.062
      0.9,      2000.0,     34.0,          7134.2,        1587.6,        1946.4,      7.2828,         113.404
      0.9,      2000.0,     38.0,          7973.5,        1587.6,        2299.8,      9.0972,         126.745
      0.9,      2000.0,     42.0,          8812.8,        1587.6,        2672.3,     11.1132,         140.087
      0.9,      2000.0,     46.0,          9652.2,        1587.6,        3063.0,     13.3308,         153.428
      0.9,      2000.0,     48.0,         10071.8,        1587.6,        3264.9,     14.5152,         160.099
      0.9,      2000.0,     50.0,         10491.5,        1587.6,        3471.0,     15.7500,         166.770
      0.9,     10000.0,     21.0,          4222.7,        1458.0,        1090.1,      3.3075,          75.537
      0.9,     10000.0,     22.0,          4423.8,        1458.0,        1168.9,      3.6300,          79.134
      0.9,     10000.0,     24.0,          4826.0,        1458.0,        1331.9,      4.3200,          86.328
      0.9,     10000.0,     26.0,          5228.2,        1458.0,        1501.8,      5.0700,          93.522
      0.9,     10000.0,     30.0,          6032.5,        1458.0,        1861.4,      6.7500,         107.910
      0.9,     10000.0,     34.0,          6836.8,        1458.0,        2245.8,      8.6700,         122.298
      0.9,     10000.0,     38.0,          7641.2,        1458.0,        2653.6,     10.8300,         136.686
      0.9,     10000.0,     42.0,          8445.5,        1458.0,        3083.4,     13.2300,         151.074
      0.9,     10000.0,     46.0,          9249.8,        1458.0,        3534.2,     15.8700,         165.462
      0.9,     10000.0,     48.0,          9652.0,        1458.0,        3767.2,     17.2800,         172.656
      0.9,     10000.0,     50.0,         10054.1,        1458.0,        4005.1,     18.7500,         179.850
      0.9,     20000.0,     21.0,          3981.2,        1296.0,        1271.8,      3.9690,          82.404
      0.9,     20000.0,     22.0,          4170.8,        1296.0,        1363.7,      4.3560,          86.328
      0.9,     20000.0,     24.0,          4550.0,        1296.0,        1553.9,      5.1840,          94.176
      0.9,     20000.0,     26.0,          4929.2,        1296.0,        1752.1,      6.0840,         102.024
      0.9,     20000.0,     30.0,          5687.5,        1296.0,        2171.6,      8.1000,         117.720
      0.9,     20000.0,     34.0,          6445.8,        1296.0,        2620.1,     10.4040,         133.416
      0.9,     20000.0,     38.0,          7204.1,        1296.0,        3095.8,     12.9960,         149.112
      0.9,     20000.0,     42.0,          7962.5,        1296.0,        3597.3,     15.8760,         164.808
      0.9,     20000.0,     46.0,          8720.8,        1296.0,        4123.2,     19.0440,         180.504
      0.9,     20000.0,     48.0,          9100.0,        1296.0,        4395.0,     20.7360,         188.352
      0.9,     20000.0,     50.0,          9479.1,        1296.0,        4672.6,     22.5000,         196.200
      0.9,     30000.0,     21.0,          3724.1,        1134.0,        1453.5,      4.6305,          89.271
      0.9,     30000.0,     22.0,          3901.4,        1134.0,        1558.6,      5.0820,          93.522
      0.9,     30000.0,     24.0,          4256.1,        1134.0,        1775.9,      6.0480,         102.024
      0.9,     30000.0,     26.0,          4610.8,        1134.0,        2002.4,      7.0980,         110.526
      0.9,     30000.0,     30.0,          5320.2,        1134.0,        2481.8,      9.4500,         127.530
      0.9,     30000.0,     34.0,          6029.5,        1134.0,        2994.4,     12.1380,         144.534
      0.9,     30000.0,     38.0,          6738.9,        1134.0,        3538.1,     15.1620,         161.538
      0.9,     30000.0,     42.0,          7448.2,        1134.0,        4111.2,     18.5220,         178.542
      0.9,     30000.0,     46.0,          8157.6,        1134.0,        4712.3,     22.2180,         195.546
      0.9,     30000.0,     48.0,          8512.2,        1134.0,        5022.9,     24.1920,         204.048
      0.9,     30000.0,     50.0,          8866.9,        1134.0,        5340.1,     26.2500,         212.550
      0.9,     37000.0,     21.0,          3533.0,        1020.6,        1580.7,      5.0935,          94.078
      0.9,     37000.0,     22.0,          3701.2,        1020.6,        1694.9,      5.5902,          98.558
      0.9,     37000.0,     24.0,          4037.7,        1020.6,        1931.2,      6.6528,         107.518
      0.9,     37000.0,     26.0,          4374.2,        1020.6,        2177.6,      7.8078,         116.477
      0.9,     37000.0,     30.0,          5047.1,        1020.6,        2699.0,     10.3950,         134.397
      0.9,     37000.0,     34.0,          5720.1,        1020.6,        3256.4,     13.3518,         152.317
      0.9,     37000.0,     38.0,          6393.0,        1020.6,        3847.7,     16.6782,         170.236
      0.9,     37000.0,     42.0,          7066.0,        1020.6,        4470.9,     20.3742,         188.156
      0.9,     37000.0,     46.0,          7738.9,        1020.6,        5124.6,     24.4398,         206.075
      0.9,     37000.0,     48.0,          8075.4,        1020.6,        5462.4,     26.6112,         215.035
      0.9,     37000.0,     50.0,          8411.9,        1020.6,        5807.3,     28.8750,         223.995
      0.9,     39000.0,     21.0,          3476.5,         988.2,        1617.0,      5.2258,          95.451
      0.9,     39000.0,     22.0,          3642.0,         988.2,        1733.9,      5.7354,          99.997
      0.9,     39000.0,     24.0,          3973.1,         988.2,        1975.6,      6.8256,         109.087
      0.9,     39000.0,     26.0,          4304.2,         988.2,        2227.7,      8.0106,         118.178
      0.9,     39000.0,     30.0,          4966.4,         988.2,        2761.0,     10.6650,         136.359
      0.9,     39000.0,     34.0,          5628.6,         988.2,        3331.3,     13.6986,         154.540
      0.9,     39000.0,     38.0,          6290.7,         988.2,        3936.1,     17.1114,         172.721
      0.9,     39000.0,     42.0,          6952.9,         988.2,        4573.7,     20.9034,         190.903
      0.9,     39000.0,     46.0,          7615.1,         988.2,        5242.4,     25.0746,         209.084
      0.9,     39000.0,     48.0,          7946.2,         988.2,        5588.0,     27.3024,         218.174
      0.9,     39000.0,     50.0,          8277.3,         988.2,        5940.8,     29.6250,         227.265
