# created 09/29/25
# Dummy powertrain mapping file for testing PowertrainMapper
# generated by PowertrainMapper Test using PowertrainMapper
# NOTE: this powertrain is for example/testing purposes only

Mach_Number, Altitude (ft),   Throttle, Gross_Thrust (lbf), Ram_Drag (lbf), Fuel_Flow (lb/h), NOx_Rate (lb/h), Electric_Power (kW)
      0.3,     20000.0,     48.0,         19400.0,         510.0,        3710.0,      4.8150,         231.750
      0.3,     20000.0,     50.0,         20176.0,         530.0,        3858.4,      5.0150,         241.020
      0.3,     30000.0,     21.0,          7808.5,         240.0,        1950.4,      2.1150,         100.683
      0.3,     30000.0,     22.0,          8148.0,         250.0,        2035.2,      2.2150,         105.060
      0.3,     30000.0,     24.0,          8827.0,         270.0,        2204.8,      2.4150,         113.815
      0.3,     30000.0,     26.0,          9506.0,         290.0,        2374.4,      2.6150,         122.570
      0.3,     30000.0,     30.0,         10864.0,         330.0,        2713.6,      3.0150,         140.080
      0.3,     30000.0,     34.0,         12222.0,         370.0,        3052.8,      3.4150,         157.590
      0.3,     30000.0,     38.0,         13580.0,         410.0,        3392.0,      3.8150,         175.100
      0.3,     30000.0,     42.0,         14938.0,         450.0,        3731.2,      4.2150,         192.610
      0.3,     30000.0,     46.0,         16296.0,         490.0,        4070.4,      4.6150,         210.120
      0.3,     30000.0,     48.0,         16975.0,         510.0,        4240.0,      4.8150,         218.875
      0.3,     30000.0,     50.0,         17654.0,         530.0,        4409.6,      5.0150,         227.630
      0.3,     37000.0,     21.0,          7027.6,         240.0,        2121.1,      2.1150,          96.537
      0.3,     37000.0,     22.0,          7333.2,         250.0,        2213.3,      2.2150,         100.734
      0.3,     37000.0,     24.0,          7944.3,         270.0,        2397.7,      2.4150,         109.129
      0.3,     37000.0,     26.0,          8555.4,         290.0,        2582.2,      2.6150,         117.523
      0.3,     37000.0,     30.0,          9777.6,         330.0,        2951.0,      3.0150,         134.312
      0.3,     37000.0,     34.0,         10999.8,         370.0,        3319.9,      3.4150,         151.101
      0.3,     37000.0,     38.0,         12222.0,         410.0,        3688.8,      3.8150,         167.890
      0.3,     37000.0,     42.0,         13444.2,         450.0,        4057.7,      4.2150,         184.679
      0.3,     37000.0,     46.0,         14666.4,         490.0,        4426.6,      4.6150,         201.468
      0.3,     37000.0,     48.0,         15277.5,         510.0,        4611.0,      4.8150,         209.862
      0.3,     37000.0,     50.0,         15888.6,         530.0,        4795.4,      5.0150,         218.257
      0.3,     39000.0,     21.0,          6804.6,         240.0,        2169.8,      2.1150,          95.352
      0.3,     39000.0,     22.0,          7100.4,         250.0,        2264.2,      2.2150,          99.498
      0.3,     39000.0,     24.0,          7692.1,         270.0,        2452.8,      2.4150,         107.789
      0.3,     39000.0,     26.0,          8283.8,         290.0,        2641.5,      2.6150,         116.081
      0.3,     39000.0,     30.0,          9467.2,         330.0,        3018.9,      3.0150,         132.664
      0.3,     39000.0,     34.0,         10650.6,         370.0,        3396.2,      3.4150,         149.247
      0.3,     39000.0,     38.0,         11834.0,         410.0,        3773.6,      3.8150,         165.830
      0.3,     39000.0,     42.0,         13017.4,         450.0,        4151.0,      4.2150,         182.413
      0.3,     39000.0,     46.0,         14200.8,         490.0,        4528.3,      4.6150,         198.996
      0.3,     39000.0,     48.0,         14792.5,         510.0,        4717.0,      4.8150,         207.287
      0.3,     39000.0,     50.0,         15384.2,         530.0,        4905.7,      5.0150,         215.579
      0.6,         0.0,     21.0,         10810.0,         270.0,        1288.0,      2.1300,         121.900
      0.6,         0.0,     22.0,         11280.0,         280.0,        1344.0,      2.2300,         127.200
      0.6,         0.0,     24.0,         12220.0,         300.0,        1456.0,      2.4300,         137.800
      0.6,         0.0,     26.0,         13160.0,         320.0,        1568.0,      2.6300,         148.400
      0.6,         0.0,     30.0,         15040.0,         360.0,        1792.0,      3.0300,         169.600
      0.6,         0.0,     34.0,         16920.0,         400.0,        2016.0,      3.4300,         190.800
      0.6,         0.0,     38.0,         18800.0,         440.0,        2240.0,      3.8300,         212.000
      0.6,         0.0,     42.0,         20680.0,         480.0,        2464.0,      4.2300,         233.200
      0.6,         0.0,     46.0,         22560.0,         520.0,        2688.0,      4.6300,         254.400
      0.6,         0.0,     48.0,         23500.0,         540.0,        2800.0,      4.8300,         265.000
      0.6,         0.0,     50.0,         24440.0,         560.0,        2912.0,      5.0300,         275.600
      0.6,      2000.0,     21.0,         10593.8,         270.0,        1339.5,      2.1300,         120.681
      0.6,      2000.0,     22.0,         11054.4,         280.0,        1397.8,      2.2300,         125.928
      0.6,      2000.0,     24.0,         11975.6,         300.0,        1514.2,      2.4300,         136.422
      0.6,      2000.0,     26.0,         12896.8,         320.0,        1630.7,      2.6300,         146.916
      0.6,      2000.0,     30.0,         14739.2,         360.0,        1863.7,      3.0300,         167.904
      0.6,      2000.0,     34.0,         16581.6,         400.0,        2096.6,      3.4300,         188.892
      0.6,      2000.0,     38.0,         18424.0,         440.0,        2329.6,      3.8300,         209.880
      0.6,      2000.0,     42.0,         20266.4,         480.0,        2562.6,      4.2300,         230.868
      0.6,      2000.0,     46.0,         22108.8,         520.0,        2795.5,      4.6300,         251.856
      0.6,      2000.0,     48.0,         23030.0,         540.0,        2912.0,      4.8300,         262.350
      0.6,      2000.0,     50.0,         23951.2,         560.0,        3028.5,      5.0300,         272.844
      0.6,     10000.0,     21.0,          9729.0,         270.0,        1545.6,      2.1300,         115.805
      0.6,     10000.0,     22.0,         10152.0,         280.0,        1612.8,      2.2300,         120.840
      0.6,     10000.0,     24.0,         10998.0,         300.0,        1747.2,      2.4300,         130.910
      0.6,     10000.0,     26.0,         11844.0,         320.0,        1881.6,      2.6300,         140.980
      0.6,     10000.0,     30.0,         13536.0,         360.0,        2150.4,      3.0300,         161.120
      0.6,     10000.0,     34.0,         15228.0,         400.0,        2419.2,      3.4300,         181.260
      0.6,     10000.0,     38.0,         16920.0,         440.0,        2688.0,      3.8300,         201.400
      0.6,     10000.0,     42.0,         18612.0,         480.0,        2956.8,      4.2300,         221.540
      0.6,     10000.0,     46.0,         20304.0,         520.0,        3225.6,      4.6300,         241.680
      0.6,     10000.0,     48.0,         21150.0,         540.0,        3360.0,      4.8300,         251.750
      0.6,     10000.0,     50.0,         21996.0,         560.0,        3494.4,      5.0300,         261.820
      0.6,     20000.0,     21.0,          8648.0,         270.0,        1803.2,      2.1300,         109.710
      0.6,     20000.0,     22.0,          9024.0,         280.0,        1881.6,      2.2300,         114.480
      0.6,     20000.0,     24.0,          9776.0,         300.0,        2038.4,      2.4300,         124.020
      0.6,     20000.0,     26.0,         10528.0,         320.0,        2195.2,      2.6300,         133.560
      0.6,     20000.0,     30.0,         12032.0,         360.0,        2508.8,      3.0300,         152.640
      0.6,     20000.0,     34.0,         13536.0,         400.0,        2822.4,      3.4300,         171.720
      0.6,     20000.0,     38.0,         15040.0,         440.0,        3136.0,      3.8300,         190.800
      0.6,     20000.0,     42.0,         16544.0,         480.0,        3449.6,      4.2300,         209.880
      0.6,     20000.0,     46.0,         18048.0,         520.0,        3763.2,      4.6300,         228.960
      0.6,     20000.0,     48.0,         18800.0,         540.0,        3920.0,      4.8300,         238.500
      0.6,     20000.0,     50.0,         19552.0,         560.0,        4076.8,      5.0300,         248.040
      0.6,     30000.0,     21.0,          7567.0,         270.0,        2060.8,      2.1300,         103.615
      0.6,     30000.0,     22.0,          7896.0,         280.0,        2150.4,      2.2300,         108.120
      0.6,     30000.0,     24.0,          8554.0,         300.0,        2329.6,      2.4300,         117.130
      0.6,     30000.0,     26.0,          9212.0,         320.0,        2508.8,      2.6300,         126.140
      0.6,     30000.0,     30.0,         10528.0,         360.0,        2867.2,      3.0300,         144.160
      0.6,     30000.0,     34.0,         11844.0,         400.0,        3225.6,      3.4300,         162.180
      0.6,     30000.0,     38.0,         13160.0,         440.0,        3584.0,      3.8300,         180.200
      0.6,     30000.0,     42.0,         14476.0,         480.0,        3942.4,      4.2300,         198.220
      0.6,     30000.0,     46.0,         15792.0,         520.0,        4300.8,      4.6300,         216.240
      0.6,     30000.0,     48.0,         16450.0,         540.0,        4480.0,      4.8300,         225.250
      0.6,     30000.0,     50.0,         17108.0,         560.0,        4659.2,      5.0300,         234.260
      0.6,     37000.0,     21.0,          6810.3,         270.0,        2241.1,      2.1300,          99.349
      0.6,     37000.0,     22.0,          7106.4,         280.0,        2338.6,      2.2300,         103.668
      0.6,     37000.0,     24.0,          7698.6,         300.0,        2533.4,      2.4300,         112.307
      0.6,     37000.0,     26.0,          8290.8,         320.0,        2728.3,      2.6300,         120.946
      0.6,     37000.0,     30.0,          9475.2,         360.0,        3118.1,      3.0300,         138.224
      0.6,     37000.0,     34.0,         10659.6,         400.0,        3507.8,      3.4300,         155.502
      0.6,     37000.0,     38.0,         11844.0,         440.0,        3897.6,      3.8300,         172.780
      0.6,     37000.0,     42.0,         13028.4,         480.0,        4287.4,      4.2300,         190.058
      0.6,     37000.0,     46.0,         14212.8,         520.0,        4677.1,      4.6300,         207.336
      0.6,     37000.0,     48.0,         14805.0,         540.0,        4872.0,      4.8300,         215.975
      0.6,     37000.0,     50.0,         15397.2,         560.0,        5066.9,      5.0300,         224.614
      0.6,     39000.0,     21.0,          6594.1,         270.0,        2292.6,      2.1300,          98.129
      0.6,     39000.0,     22.0,          6880.8,         280.0,        2392.3,      2.2300,         102.396
      0.6,     39000.0,     24.0,          7454.2,         300.0,        2591.7,      2.4300,         110.929
      0.6,     39000.0,     26.0,          8027.6,         320.0,        2791.0,      2.6300,         119.462
      0.6,     39000.0,     30.0,          9174.4,         360.0,        3189.8,      3.0300,         136.528
      0.6,     39000.0,     34.0,         10321.2,         400.0,        3588.5,      3.4300,         153.594
      0.6,     39000.0,     38.0,         11468.0,         440.0,        3987.2,      3.8300,         170.660
      0.6,     39000.0,     42.0,         12614.8,         480.0,        4385.9,      4.2300,         187.726
      0.6,     39000.0,     46.0,         13761.6,         520.0,        4784.6,      4.6300,         204.792
      0.6,     39000.0,     48.0,         14335.0,         540.0,        4984.0,      4.8300,         213.325
      0.6,     39000.0,     50.0,         14908.4,         560.0,        5183.4,      5.0300,         221.858
      0.9,         0.0,     21.0,         10465.0,         300.0,        1357.0,      2.1450,         125.350
      0.9,         0.0,     22.0,         10920.0,         310.0,        1416.0,      2.2450,         130.800
      0.9,         0.0,     24.0,         11830.0,         330.0,        1534.0,      2.4450,         141.700
      0.9,         0.0,     26.0,         12740.0,         350.0,        1652.0,      2.6450,         152.600
      0.9,         0.0,     30.0,         14560.0,         390.0,        1888.0,      3.0450,         174.400
      0.9,         0.0,     34.0,         16380.0,         430.0,        2124.0,      3.4450,         196.200
      0.9,         0.0,     38.0,         18200.0,         470.0,        2360.0,      3.8450,         218.000
      0.9,         0.0,     42.0,         20020.0,         510.0,        2596.0,      4.2450,         239.800
      0.9,         0.0,     46.0,         21840.0,         550.0,        2832.0,      4.6450,         261.600
      0.9,         0.0,     48.0,         22750.0,         570.0,        2950.0,      4.8450,         272.500
      0.9,         0.0,     50.0,         23660.0,         590.0,        3068.0,      5.0450,         283.400
      0.9,      2000.0,     21.0,         10255.7,         300.0,        1411.3,      2.1450,         124.097
      0.9,      2000.0,     22.0,         10701.6,         310.0,        1472.6,      2.2450,         129.492
      0.9,      2000.0,     24.0,         11593.4,         330.0,        1595.4,      2.4450,         140.283
      0.9,      2000.0,     26.0,         12485.2,         350.0,        1718.1,      2.6450,         151.074
      0.9,      2000.0,     30.0,         14268.8,         390.0,        1963.5,      3.0450,         172.656
      0.9,      2000.0,     34.0,         16052.4,         430.0,        2209.0,      3.4450,         194.238
      0.9,      2000.0,     38.0,         17836.0,         470.0,        2454.4,      3.8450,         215.820
      0.9,      2000.0,     42.0,         19619.6,         510.0,        2699.8,      4.2450,         237.402
      0.9,      2000.0,     46.0,         21403.2,         550.0,        2945.3,      4.6450,         258.984
      0.9,      2000.0,     48.0,         22295.0,         570.0,        3068.0,      4.8450,         269.775
      0.9,      2000.0,     50.0,         23186.8,         590.0,        3190.7,      5.0450,         280.566
      0.9,     10000.0,     21.0,          9418.5,         300.0,        1628.4,      2.1450,         119.082
      0.9,     10000.0,     22.0,          9828.0,         310.0,        1699.2,      2.2450,         124.260
      0.9,     10000.0,     24.0,         10647.0,         330.0,        1840.8,      2.4450,         134.615
      0.9,     10000.0,     26.0,         11466.0,         350.0,        1982.4,      2.6450,         144.970
      0.9,     10000.0,     30.0,         13104.0,         390.0,        2265.6,      3.0450,         165.680
      0.9,     10000.0,     34.0,         14742.0,         430.0,        2548.8,      3.4450,         186.390
      0.9,     10000.0,     38.0,         16380.0,         470.0,        2832.0,      3.8450,         207.100
      0.9,     10000.0,     42.0,         18018.0,         510.0,        3115.2,      4.2450,         227.810
      0.9,     10000.0,     46.0,         19656.0,         550.0,        3398.4,      4.6450,         248.520
      0.9,     10000.0,     48.0,         20475.0,         570.0,        3540.0,      4.8450,         258.875
      0.9,     10000.0,     50.0,         21294.0,         590.0,        3681.6,      5.0450,         269.230
      0.9,     20000.0,     21.0,          8372.0,         300.0,        1899.8,      2.1450,         112.815
      0.9,     20000.0,     22.0,          8736.0,         310.0,        1982.4,      2.2450,         117.720
      0.9,     20000.0,     24.0,          9464.0,         330.0,        2147.6,      2.4450,         127.530
      0.9,     20000.0,     26.0,         10192.0,         350.0,        2312.8,      2.6450,         137.340
      0.9,     20000.0,     30.0,         11648.0,         390.0,        2643.2,      3.0450,         156.960
      0.9,     20000.0,     34.0,         13104.0,         430.0,        2973.6,      3.4450,         176.580
      0.9,     20000.0,     38.0,         14560.0,         470.0,        3304.0,      3.8450,         196.200
      0.9,     20000.0,     42.0,         16016.0,         510.0,        3634.4,      4.2450,         215.820
      0.9,     20000.0,     46.0,         17472.0,         550.0,        3964.8,      4.6450,         235.440
      0.9,     20000.0,     48.0,         18200.0,         570.0,        4130.0,      4.8450,         245.250
      0.9,     20000.0,     50.0,         18928.0,         590.0,        4295.2,      5.0450,         255.060
      0.9,     30000.0,     21.0,          7325.5,         300.0,        2171.2,      2.1450,         106.547
      0.9,     30000.0,     22.0,          7644.0,         310.0,        2265.6,      2.2450,         111.180
      0.9,     30000.0,     24.0,          8281.0,         330.0,        2454.4,      2.4450,         120.445
      0.9,     30000.0,     26.0,          8918.0,         350.0,        2643.2,      2.6450,         129.710
      0.9,     30000.0,     30.0,         10192.0,         390.0,        3020.8,      3.0450,         148.240
      0.9,     30000.0,     34.0,         11466.0,         430.0,        3398.4,      3.4450,         166.770
      0.9,     30000.0,     38.0,         12740.0,         470.0,        3776.0,      3.8450,         185.300
      0.9,     30000.0,     42.0,         14014.0,         510.0,        4153.6,      4.2450,         203.830
      0.9,     30000.0,     46.0,         15288.0,         550.0,        4531.2,      4.6450,         222.360
      0.9,     30000.0,     48.0,         15925.0,         570.0,        4720.0,      4.8450,         231.625
      0.9,     30000.0,     50.0,         16562.0,         590.0,        4908.8,      5.0450,         240.890
      0.9,     37000.0,     21.0,          6592.9,         300.0,        2361.2,      2.1450,         102.160
      0.9,     37000.0,     22.0,          6879.6,         310.0,        2463.8,      2.2450,         106.602
      0.9,     37000.0,     24.0,          7452.9,         330.0,        2669.2,      2.4450,         115.486
      0.9,     37000.0,     26.0,          8026.2,         350.0,        2874.5,      2.6450,         124.369
      0.9,     37000.0,     30.0,          9172.8,         390.0,        3285.1,      3.0450,         142.136
      0.9,     37000.0,     34.0,         10319.4,         430.0,        3695.8,      3.4450,         159.903
      0.9,     37000.0,     38.0,         11466.0,         470.0,        4106.4,      3.8450,         177.670
      0.9,     37000.0,     42.0,         12612.6,         510.0,        4517.0,      4.2450,         195.437
      0.9,     37000.0,     46.0,         13759.2,         550.0,        4927.7,      4.6450,         213.204
      0.9,     37000.0,     48.0,         14332.5,         570.0,        5133.0,      4.8450,         222.087
      0.9,     37000.0,     50.0,         14905.8,         590.0,        5338.3,      5.0450,         230.971
      0.9,     39000.0,     21.0,          6383.6,         300.0,        2415.5,      2.1450,         100.907
      0.9,     39000.0,     22.0,          6661.2,         310.0,        2520.5,      2.2450,         105.294
      0.9,     39000.0,     24.0,          7216.3,         330.0,        2730.5,      2.4450,         114.069
      0.9,     39000.0,     26.0,          7771.4,         350.0,        2940.6,      2.6450,         122.843
      0.9,     39000.0,     30.0,          8881.6,         390.0,        3360.6,      3.0450,         140.392
      0.9,     39000.0,     34.0,          9991.8,         430.0,        3780.7,      3.4450,         157.941
      0.9,     39000.0,     38.0,         11102.0,         470.0,        4200.8,      3.8450,         175.490
      0.9,     39000.0,     42.0,         12212.2,         510.0,        4620.9,      4.2450,         193.039
      0.9,     39000.0,     46.0,         13322.4,         550.0,        5041.0,      4.6450,         210.588
      0.9,     39000.0,     48.0,         13877.5,         570.0,        5251.0,      4.8450,         219.362
      0.9,     39000.0,     50.0,         14432.6,         590.0,        5461.0,      5.0450,         228.137
