# created 09/29/25
# Realistic hybrid turbofan powertrain mapping file
# generated by PowertrainMapper Example using PowertrainMapper
# NOTE: this powertrain is for example/testing purposes only

Mach_Number, Altitude (ft),   Throttle, Gross_Thrust (lbf), Ram_Drag (lbf), Fuel_Flow (lb/h), NOx_Rate (lb/h), Electric_Power (kW)
      0.3,     37000.0,     24.0,          5189.8,         113.4,        1734.9,      6.6528,          10.160
      0.3,     37000.0,     26.0,          5622.3,         113.4,        1956.2,      7.8078,          11.007
      0.3,     37000.0,     30.0,          6487.3,         113.4,        2424.5,     10.3950,          12.700
      0.3,     37000.0,     34.0,          7352.2,         113.4,        2925.3,     13.3518,          14.393
      0.3,     37000.0,     38.0,          8217.2,         113.4,        3456.4,     16.6782,          16.087
      0.3,     37000.0,     42.0,          9082.2,         113.4,        4016.2,     20.3742,          17.780
      0.3,     37000.0,     46.0,          9947.2,         113.4,        4603.4,     24.4398,          19.473
      0.3,     37000.0,     48.0,         10379.6,         113.4,        4906.9,     26.6112,          20.320
      0.3,     37000.0,     50.0,         10812.1,         113.4,        5216.8,     28.8750,          21.167
      0.3,     39000.0,     21.0,          4468.4,         109.8,        1452.6,      5.2258,           9.020
      0.3,     39000.0,     22.0,          4681.2,         109.8,        1557.6,      5.7354,           9.449
      0.3,     39000.0,     24.0,          5106.8,         109.8,        1774.7,      6.8256,          10.308
      0.3,     39000.0,     26.0,          5532.3,         109.8,        2001.1,      8.0106,          11.167
      0.3,     39000.0,     30.0,          6383.5,         109.8,        2480.3,     10.6650,          12.885
      0.3,     39000.0,     34.0,          7234.6,         109.8,        2992.5,     13.6986,          14.603
      0.3,     39000.0,     38.0,          8085.7,         109.8,        3535.8,     17.1114,          16.321
      0.3,     39000.0,     42.0,          8936.9,         109.8,        4108.6,     20.9034,          18.039
      0.3,     39000.0,     46.0,          9788.0,         109.8,        4709.3,     25.0746,          19.757
      0.3,     39000.0,     48.0,         10213.6,         109.8,        5019.7,     27.3024,          20.616
      0.3,     39000.0,     50.0,         10639.1,         109.8,        5336.7,     29.6250,          21.476
      0.6,         0.0,     21.0,          5245.0,         720.0,         862.3,      2.6460,           6.678
      0.6,         0.0,     22.0,          5494.7,         720.0,         924.6,      2.9040,           6.996
      0.6,         0.0,     24.0,          5994.2,         720.0,        1053.5,      3.4560,           7.632
      0.6,         0.0,     26.0,          6493.8,         720.0,        1187.9,      4.0560,           8.268
      0.6,         0.0,     30.0,          7492.8,         720.0,        1472.3,      5.4000,           9.540
      0.6,         0.0,     34.0,          8491.8,         720.0,        1776.3,      6.9360,          10.812
      0.6,         0.0,     38.0,          9490.9,         720.0,        2098.9,      8.6640,          12.084
      0.6,         0.0,     42.0,         10489.9,         720.0,        2438.8,     10.5840,          13.356
      0.6,         0.0,     46.0,         11489.0,         720.0,        2795.4,     12.6960,          14.628
      0.6,         0.0,     48.0,         11988.5,         720.0,        2979.7,     13.8240,          15.264
      0.6,         0.0,     50.0,         12488.0,         720.0,        3167.8,     15.0000,          15.900
      0.6,      2000.0,     21.0,          5192.2,         705.6,         896.7,      2.7783,           6.812
      0.6,      2000.0,     22.0,          5439.5,         705.6,         961.6,      3.0492,           7.136
      0.6,      2000.0,     24.0,          5934.0,         705.6,        1095.6,      3.6288,           7.785
      0.6,      2000.0,     26.0,          6428.5,         705.6,        1235.4,      4.2588,           8.433
      0.6,      2000.0,     30.0,          7417.5,         705.6,        1531.2,      5.6700,           9.731
      0.6,      2000.0,     34.0,          8406.5,         705.6,        1847.4,      7.2828,          11.028
      0.6,      2000.0,     38.0,          9395.5,         705.6,        2182.8,      9.0972,          12.326
      0.6,      2000.0,     42.0,         10384.5,         705.6,        2536.4,     11.1132,          13.623
      0.6,      2000.0,     46.0,         11373.5,         705.6,        2907.2,     13.3308,          14.921
      0.6,      2000.0,     48.0,         11868.0,         705.6,        3098.9,     14.5152,          15.569
      0.6,      2000.0,     50.0,         12362.5,         705.6,        3294.6,     15.7500,          16.218
      0.6,     10000.0,     21.0,          4975.8,         648.0,        1034.7,      3.3075,           7.346
      0.6,     10000.0,     22.0,          5212.7,         648.0,        1109.5,      3.6300,           7.696
      0.6,     10000.0,     24.0,          5686.6,         648.0,        1264.2,      4.3200,           8.395
      0.6,     10000.0,     26.0,          6160.5,         648.0,        1425.4,      5.0700,           9.095
      0.6,     10000.0,     30.0,          7108.3,         648.0,        1766.7,      6.7500,          10.494
      0.6,     10000.0,     34.0,          8056.1,         648.0,        2131.6,      8.6700,          11.893
      0.6,     10000.0,     38.0,          9003.8,         648.0,        2518.6,     10.8300,          13.292
      0.6,     10000.0,     42.0,          9951.6,         648.0,        2926.6,     13.2300,          14.692
      0.6,     10000.0,     46.0,         10899.4,         648.0,        3354.5,     15.8700,          16.091
      0.6,     10000.0,     48.0,         11373.3,         648.0,        3575.6,     17.2800,          16.790
      0.6,     10000.0,     50.0,         11847.2,         648.0,        3801.4,     18.7500,          17.490
      0.6,     20000.0,     21.0,          4691.2,         576.0,        1207.2,      3.9690,           8.014
      0.6,     20000.0,     22.0,          4914.6,         576.0,        1294.4,      4.3560,           8.395
      0.6,     20000.0,     24.0,          5361.4,         576.0,        1474.9,      5.1840,           9.158
      0.6,     20000.0,     26.0,          5808.2,         576.0,        1663.0,      6.0840,           9.922
      0.6,     20000.0,     30.0,          6701.8,         576.0,        2061.2,      8.1000,          11.448
      0.6,     20000.0,     34.0,          7595.3,         576.0,        2486.9,     10.4040,          12.974
      0.6,     20000.0,     38.0,          8488.9,         576.0,        2938.4,     12.9960,          14.501
      0.6,     20000.0,     42.0,          9382.5,         576.0,        3414.4,     15.8760,          16.027
      0.6,     20000.0,     46.0,         10276.0,         576.0,        3913.6,     19.0440,          17.554
      0.6,     20000.0,     48.0,         10722.8,         576.0,        4171.6,     20.7360,          18.317
      0.6,     20000.0,     50.0,         11169.6,         576.0,        4435.0,     22.5000,          19.080
      0.6,     30000.0,     21.0,          4388.2,         504.0,        1379.6,      4.6305,           8.681
      0.6,     30000.0,     22.0,          4597.2,         504.0,        1479.3,      5.0820,           9.095
      0.6,     30000.0,     24.0,          5015.1,         504.0,        1685.6,      6.0480,           9.922
      0.6,     30000.0,     26.0,          5433.1,         504.0,        1900.6,      7.0980,          10.748
      0.6,     30000.0,     30.0,          6268.9,         504.0,        2355.6,      9.4500,          12.402
      0.6,     30000.0,     34.0,          7104.8,         504.0,        2842.1,     12.1380,          14.056
      0.6,     30000.0,     38.0,          7940.6,         504.0,        3358.2,     15.1620,          15.709
      0.6,     30000.0,     42.0,          8776.5,         504.0,        3902.1,     18.5220,          17.363
      0.6,     30000.0,     46.0,          9612.4,         504.0,        4472.6,     22.2180,          19.016
      0.6,     30000.0,     48.0,         10030.3,         504.0,        4767.5,     24.1920,          19.843
      0.6,     30000.0,     50.0,         10448.2,         504.0,        5068.5,     26.2500,          20.670
      0.6,     37000.0,     21.0,          4163.1,         453.6,        1500.3,      5.0935,           9.149
      0.6,     37000.0,     22.0,          4361.3,         453.6,        1608.8,      5.5902,           9.585
      0.6,     37000.0,     24.0,          4757.8,         453.6,        1833.0,      6.6528,          10.456
      0.6,     37000.0,     26.0,          5154.3,         453.6,        2066.9,      7.8078,          11.327
      0.6,     37000.0,     30.0,          5947.2,         453.6,        2561.8,     10.3950,          13.070
      0.6,     37000.0,     34.0,          6740.2,         453.6,        3090.8,     13.3518,          14.812
      0.6,     37000.0,     38.0,          7533.2,         453.6,        3652.0,     16.6782,          16.555
      0.6,     37000.0,     42.0,          8326.1,         453.6,        4243.6,     20.3742,          18.298
      0.6,     37000.0,     46.0,          9119.1,         453.6,        4864.0,     24.4398,          20.040
      0.6,     37000.0,     48.0,          9515.6,         453.6,        5184.6,     26.6112,          20.912
      0.6,     37000.0,     50.0,          9912.0,         453.6,        5512.0,     28.8750,          21.783
      0.6,     39000.0,     21.0,          4096.4,         439.2,        1534.8,      5.2258,           9.282
      0.6,     39000.0,     22.0,          4291.5,         439.2,        1645.7,      5.7354,           9.724
      0.6,     39000.0,     24.0,          4681.7,         439.2,        1875.2,      6.8256,          10.608
      0.6,     39000.0,     26.0,          5071.8,         439.2,        2114.4,      8.0106,          11.493
      0.6,     39000.0,     30.0,          5852.1,         439.2,        2620.7,     10.6650,          13.261
      0.6,     39000.0,     34.0,          6632.3,         439.2,        3161.9,     13.6986,          15.029
      0.6,     39000.0,     38.0,          7412.6,         439.2,        3736.0,     17.1114,          16.797
      0.6,     39000.0,     42.0,          8192.9,         439.2,        4341.1,     20.9034,          18.565
      0.6,     39000.0,     46.0,          8973.2,         439.2,        4975.8,     25.0746,          20.333
      0.6,     39000.0,     48.0,          9363.3,         439.2,        5303.8,     27.3024,          21.217
      0.6,     39000.0,     50.0,          9753.4,         439.2,        5638.8,     29.6250,          22.101
      0.9,         0.0,     21.0,          4451.2,        1620.0,         908.4,      2.6460,           6.867
      0.9,         0.0,     22.0,          4663.1,        1620.0,         974.1,      2.9040,           7.194
      0.9,         0.0,     24.0,          5087.0,        1620.0,        1109.9,      3.4560,           7.848
      0.9,         0.0,     26.0,          5511.0,        1620.0,        1251.5,      4.0560,           8.502
      0.9,         0.0,     30.0,          6358.8,        1620.0,        1551.2,      5.4000,           9.810
      0.9,         0.0,     34.0,          7206.6,        1620.0,        1871.5,      6.9360,          11.118
      0.9,         0.0,     38.0,          8054.5,        1620.0,        2211.3,      8.6640,          12.426
      0.9,         0.0,     42.0,          8902.3,        1620.0,        2569.5,     10.5840,          13.734
      0.9,         0.0,     46.0,          9750.2,        1620.0,        2945.2,     12.6960,          15.042
      0.9,         0.0,     48.0,         10174.1,        1620.0,        3139.3,     13.8240,          15.696
      0.9,         0.0,     50.0,         10598.0,        1620.0,        3337.5,     15.0000,          16.350
      0.9,      2000.0,     21.0,          4406.4,        1587.6,         944.8,      2.7783,           7.004
      0.9,      2000.0,     22.0,          4616.3,        1587.6,        1013.1,      3.0492,           7.338
      0.9,      2000.0,     24.0,          5035.9,        1587.6,        1154.3,      3.6288,           8.005
      0.9,      2000.0,     26.0,          5455.6,        1587.6,        1301.6,      4.2588,           8.672
      0.9,      2000.0,     30.0,          6294.9,        1587.6,        1613.2,      5.6700,          10.006
      0.9,      2000.0,     34.0,          7134.2,        1587.6,        1946.4,      7.2828,          11.340
      0.9,      2000.0,     38.0,          7973.5,        1587.6,        2299.8,      9.0972,          12.675
      0.9,      2000.0,     42.0,          8812.8,        1587.6,        2672.3,     11.1132,          14.009
      0.9,      2000.0,     46.0,          9652.2,        1587.6,        3063.0,     13.3308,          15.343
      0.9,      2000.0,     48.0,         10071.8,        1587.6,        3264.9,     14.5152,          16.010
      0.9,      2000.0,     50.0,         10491.5,        1587.6,        3471.0,     15.7500,          16.677
      0.9,     10000.0,     21.0,          4222.7,        1458.0,        1090.1,      3.3075,           7.554
      0.9,     10000.0,     22.0,          4423.8,        1458.0,        1168.9,      3.6300,           7.913
      0.9,     10000.0,     24.0,          4826.0,        1458.0,        1331.9,      4.3200,           8.633
      0.9,     10000.0,     26.0,          5228.2,        1458.0,        1501.8,      5.0700,           9.352
      0.9,     10000.0,     30.0,          6032.5,        1458.0,        1861.4,      6.7500,          10.791
      0.9,     10000.0,     34.0,          6836.8,        1458.0,        2245.8,      8.6700,          12.230
      0.9,     10000.0,     38.0,          7641.2,        1458.0,        2653.6,     10.8300,          13.669
      0.9,     10000.0,     42.0,          8445.5,        1458.0,        3083.4,     13.2300,          15.107
      0.9,     10000.0,     46.0,          9249.8,        1458.0,        3534.2,     15.8700,          16.546
      0.9,     10000.0,     48.0,          9652.0,        1458.0,        3767.2,     17.2800,          17.266
      0.9,     10000.0,     50.0,         10054.1,        1458.0,        4005.1,     18.7500,          17.985
      0.9,     20000.0,     21.0,          3981.2,        1296.0,        1271.8,      3.9690,           8.240
      0.9,     20000.0,     22.0,          4170.8,        1296.0,        1363.7,      4.3560,           8.633
      0.9,     20000.0,     24.0,          4550.0,        1296.0,        1553.9,      5.1840,           9.418
      0.9,     20000.0,     26.0,          4929.2,        1296.0,        1752.1,      6.0840,          10.202
      0.9,     20000.0,     30.0,          5687.5,        1296.0,        2171.6,      8.1000,          11.772
      0.9,     20000.0,     34.0,          6445.8,        1296.0,        2620.1,     10.4040,          13.342
      0.9,     20000.0,     38.0,          7204.1,        1296.0,        3095.8,     12.9960,          14.911
      0.9,     20000.0,     42.0,          7962.5,        1296.0,        3597.3,     15.8760,          16.481
      0.9,     20000.0,     46.0,          8720.8,        1296.0,        4123.2,     19.0440,          18.050
      0.9,     20000.0,     48.0,          9100.0,        1296.0,        4395.0,     20.7360,          18.835
      0.9,     20000.0,     50.0,          9479.1,        1296.0,        4672.6,     22.5000,          19.620
      0.9,     30000.0,     21.0,          3724.1,        1134.0,        1453.5,      4.6305,           8.927
      0.9,     30000.0,     22.0,          3901.4,        1134.0,        1558.6,      5.0820,           9.352
      0.9,     30000.0,     24.0,          4256.1,        1134.0,        1775.9,      6.0480,          10.202
      0.9,     30000.0,     26.0,          4610.8,        1134.0,        2002.4,      7.0980,          11.053
      0.9,     30000.0,     30.0,          5320.2,        1134.0,        2481.8,      9.4500,          12.753
      0.9,     30000.0,     34.0,          6029.5,        1134.0,        2994.4,     12.1380,          14.453
      0.9,     30000.0,     38.0,          6738.9,        1134.0,        3538.1,     15.1620,          16.154
      0.9,     30000.0,     42.0,          7448.2,        1134.0,        4111.2,     18.5220,          17.854
      0.9,     30000.0,     46.0,          8157.6,        1134.0,        4712.3,     22.2180,          19.555
      0.9,     30000.0,     48.0,          8512.2,        1134.0,        5022.9,     24.1920,          20.405
      0.9,     30000.0,     50.0,          8866.9,        1134.0,        5340.1,     26.2500,          21.255
      0.9,     37000.0,     21.0,          3533.0,        1020.6,        1580.7,      5.0935,           9.408
      0.9,     37000.0,     22.0,          3701.2,        1020.6,        1694.9,      5.5902,           9.856
      0.9,     37000.0,     24.0,          4037.7,        1020.6,        1931.2,      6.6528,          10.752
      0.9,     37000.0,     26.0,          4374.2,        1020.6,        2177.6,      7.8078,          11.648
      0.9,     37000.0,     30.0,          5047.1,        1020.6,        2699.0,     10.3950,          13.440
      0.9,     37000.0,     34.0,          5720.1,        1020.6,        3256.4,     13.3518,          15.232
      0.9,     37000.0,     38.0,          6393.0,        1020.6,        3847.7,     16.6782,          17.024
      0.9,     37000.0,     42.0,          7066.0,        1020.6,        4470.9,     20.3742,          18.816
      0.9,     37000.0,     46.0,          7738.9,        1020.6,        5124.6,     24.4398,          20.608
      0.9,     37000.0,     48.0,          8075.4,        1020.6,        5462.4,     26.6112,          21.504
      0.9,     37000.0,     50.0,          8411.9,        1020.6,        5807.3,     28.8750,          22.399
      0.9,     39000.0,     21.0,          3476.5,         988.2,        1617.0,      5.2258,           9.545
      0.9,     39000.0,     22.0,          3642.0,         988.2,        1733.9,      5.7354,          10.000
      0.9,     39000.0,     24.0,          3973.1,         988.2,        1975.6,      6.8256,          10.909
      0.9,     39000.0,     26.0,          4304.2,         988.2,        2227.7,      8.0106,          11.818
      0.9,     39000.0,     30.0,          4966.4,         988.2,        2761.0,     10.6650,          13.636
      0.9,     39000.0,     34.0,          5628.6,         988.2,        3331.3,     13.6986,          15.454
      0.9,     39000.0,     38.0,          6290.7,         988.2,        3936.1,     17.1114,          17.272
      0.9,     39000.0,     42.0,          6952.9,         988.2,        4573.7,     20.9034,          19.090
      0.9,     39000.0,     46.0,          7615.1,         988.2,        5242.4,     25.0746,          20.908
      0.9,     39000.0,     48.0,          7946.2,         988.2,        5588.0,     27.3024,          21.817
      0.9,     39000.0,     50.0,          8277.3,         988.2,        5940.8,     29.6250,          22.727
