# created 10/08/25
# Serial hybrid powertrain mapping using power_transmission_computation
# generated by PowertrainMapper with component_matices using PowertrainMapper
# NOTE: this powertrain is for example/testing purposes only

Mach_Number, Altitude (ft), Supplied_Power_Ratio (-), Shaft_Power_Ratio (-),   Throttle, Gross_Thrust (lbf), Ram_Drag (lbf), Fuel_Flow (lb/h), NOx_Rate (lb/h), Electric_Power (kW)
      0.0,         0.0,                0.750000,           1.000000,     46.0,        179514.3,           0.0,        2799.8,     41.9968,       45540.000
      0.0,         0.0,                0.750000,           1.000000,     48.0,        187319.2,           0.0,        2921.5,     43.8228,       47520.000
      0.0,         0.0,                0.750000,           1.000000,     50.0,        195124.2,           0.0,        3043.2,     45.6487,       49500.000
      0.0,         0.0,                1.000000,           1.000000,     21.0,          7637.0,           0.0,           0.0,      0.0000,        2121.429
      0.0,         0.0,                1.000000,           1.000000,     22.0,          8000.6,           0.0,           0.0,      0.0000,        2222.449
      0.0,         0.0,                1.000000,           1.000000,     24.0,          8727.9,           0.0,           0.0,      0.0000,        2424.490
      0.0,         0.0,                1.000000,           1.000000,     26.0,          9455.3,           0.0,           0.0,      0.0000,        2626.531
      0.0,         0.0,                1.000000,           1.000000,     30.0,         10909.9,           0.0,           0.0,      0.0000,        3030.612
      0.0,         0.0,                1.000000,           1.000000,     34.0,         12364.6,           0.0,           0.0,      0.0000,        3434.694
      0.0,         0.0,                1.000000,           1.000000,     38.0,         13819.3,           0.0,           0.0,      0.0000,        3838.776
      0.0,         0.0,                1.000000,           1.000000,     42.0,         15273.9,           0.0,           0.0,      0.0000,        4242.857
      0.0,         0.0,                1.000000,           1.000000,     46.0,         16728.6,           0.0,           0.0,      0.0000,        4646.939
      0.0,         0.0,                1.000000,           1.000000,     48.0,         17455.9,           0.0,           0.0,      0.0000,        4848.980
      0.0,         0.0,                1.000000,           1.000000,     50.0,         18183.2,           0.0,           0.0,      0.0000,        5051.020
      0.0,      2000.0,                0.000000,           1.000000,     21.0,          7110.0,           0.0,        1278.2,     19.1725,          -0.000
      0.0,      2000.0,                0.000000,           1.000000,     22.0,          7448.6,           0.0,        1339.0,     20.0854,          -0.000
      0.0,      2000.0,                0.000000,           1.000000,     24.0,          8125.7,           0.0,        1460.8,     21.9114,          -0.000
      0.0,      2000.0,                0.000000,           1.000000,     26.0,          8802.9,           0.0,        1582.5,     23.7373,          -0.000
      0.0,      2000.0,                0.000000,           1.000000,     30.0,         10157.2,           0.0,        1825.9,     27.3892,          -0.000
      0.0,      2000.0,                0.000000,           1.000000,     34.0,         11511.4,           0.0,        2069.4,     31.0411,          -0.000
      0.0,      2000.0,                0.000000,           1.000000,     38.0,         12865.7,           0.0,        2312.9,     34.6930,          -0.000
      0.0,      2000.0,                0.000000,           1.000000,     42.0,         14220.0,           0.0,        2556.3,     38.3449,          -0.000
      0.0,      2000.0,                0.000000,           1.000000,     46.0,         15574.3,           0.0,        2799.8,     41.9968,          -0.000
      0.0,      2000.0,                0.000000,           1.000000,     48.0,         16251.4,           0.0,        2921.5,     43.8228,          -0.000
      0.0,      2000.0,                0.000000,           1.000000,     50.0,         16928.6,           0.0,        3043.2,     45.6487,          -0.000
      0.0,      2000.0,                0.250000,           1.000000,     21.0,         15425.8,           0.0,        1278.2,     19.1725,        2310.000
      0.0,      2000.0,                0.250000,           1.000000,     22.0,         16160.4,           0.0,        1339.0,     20.0854,        2420.000
      0.0,      2000.0,                0.250000,           1.000000,     24.0,         17629.5,           0.0,        1460.8,     21.9114,        2640.000
      0.0,      2000.0,                0.250000,           1.000000,     26.0,         19098.6,           0.0,        1582.5,     23.7373,        2860.000
      0.0,      2000.0,                0.250000,           1.000000,     30.0,         22036.9,           0.0,        1825.9,     27.3892,        3300.000
      0.0,      2000.0,                0.250000,           1.000000,     34.0,         24975.1,           0.0,        2069.4,     31.0411,        3740.000
      0.0,      2000.0,                0.250000,           1.000000,     38.0,         27913.4,           0.0,        2312.9,     34.6930,        4180.000
      0.0,      2000.0,                0.250000,           1.000000,     42.0,         30851.6,           0.0,        2556.3,     38.3449,        4620.000
      0.0,      2000.0,                0.250000,           1.000000,     46.0,         33789.8,           0.0,        2799.8,     41.9968,        5060.000
      0.0,      2000.0,                0.250000,           1.000000,     48.0,         35259.0,           0.0,        2921.5,     43.8228,        5280.000
      0.0,      2000.0,                0.250000,           1.000000,     50.0,         36728.1,           0.0,        3043.2,     45.6487,        5500.000
      0.0,      2000.0,                0.500000,           1.000000,     21.0,         32057.4,           0.0,        1278.2,     19.1725,        6930.000
      0.0,      2000.0,                0.500000,           1.000000,     22.0,         33583.9,           0.0,        1339.0,     20.0854,        7260.000
      0.0,      2000.0,                0.500000,           1.000000,     24.0,         36637.0,           0.0,        1460.8,     21.9114,        7920.000
      0.0,      2000.0,                0.500000,           1.000000,     26.0,         39690.1,           0.0,        1582.5,     23.7373,        8580.000
      0.0,      2000.0,                0.500000,           1.000000,     30.0,         45796.3,           0.0,        1825.9,     27.3892,        9900.000
      0.0,      2000.0,                0.500000,           1.000000,     34.0,         51902.4,           0.0,        2069.4,     31.0411,       11220.000
      0.0,      2000.0,                0.500000,           1.000000,     38.0,         58008.6,           0.0,        2312.9,     34.6930,       12540.000
      0.0,      2000.0,                0.500000,           1.000000,     42.0,         64114.8,           0.0,        2556.3,     38.3449,       13860.000
      0.0,      2000.0,                0.500000,           1.000000,     46.0,         70221.0,           0.0,        2799.8,     41.9968,       15180.000
      0.0,      2000.0,                0.500000,           1.000000,     48.0,         73274.0,           0.0,        2921.5,     43.8228,       15840.000
      0.0,      2000.0,                0.500000,           1.000000,     50.0,         76327.1,           0.0,        3043.2,     45.6487,       16500.000
      0.0,      2000.0,                0.750000,           1.000000,     21.0,         81952.2,           0.0,        1278.2,     19.1725,       20790.000
      0.0,      2000.0,                0.750000,           1.000000,     22.0,         85854.6,           0.0,        1339.0,     20.0854,       21780.000
      0.0,      2000.0,                0.750000,           1.000000,     24.0,         93659.6,           0.0,        1460.8,     21.9114,       23760.000
      0.0,      2000.0,                0.750000,           1.000000,     26.0,        101464.6,           0.0,        1582.5,     23.7373,       25740.000
      0.0,      2000.0,                0.750000,           1.000000,     30.0,        117074.5,           0.0,        1825.9,     27.3892,       29700.000
      0.0,      2000.0,                0.750000,           1.000000,     34.0,        132684.5,           0.0,        2069.4,     31.0411,       33660.000
      0.0,      2000.0,                0.750000,           1.000000,     38.0,        148294.4,           0.0,        2312.9,     34.6930,       37620.000
      0.0,      2000.0,                0.750000,           1.000000,     42.0,        163904.3,           0.0,        2556.3,     38.3449,       41580.000
      0.0,      2000.0,                0.750000,           1.000000,     46.0,        179514.3,           0.0,        2799.8,     41.9968,       45540.000
      0.0,      2000.0,                0.750000,           1.000000,     48.0,        187319.2,           0.0,        2921.5,     43.8228,       47520.000
      0.0,      2000.0,                0.750000,           1.000000,     50.0,        195124.2,           0.0,        3043.2,     45.6487,       49500.000
      0.0,      2000.0,                1.000000,           1.000000,     21.0,          7637.0,           0.0,           0.0,      0.0000,        2121.429
      0.0,      2000.0,                1.000000,           1.000000,     22.0,          8000.6,           0.0,           0.0,      0.0000,        2222.449
      0.0,      2000.0,                1.000000,           1.000000,     24.0,          8727.9,           0.0,           0.0,      0.0000,        2424.490
      0.0,      2000.0,                1.000000,           1.000000,     26.0,          9455.3,           0.0,           0.0,      0.0000,        2626.531
      0.0,      2000.0,                1.000000,           1.000000,     30.0,         10909.9,           0.0,           0.0,      0.0000,        3030.612
      0.0,      2000.0,                1.000000,           1.000000,     34.0,         12364.6,           0.0,           0.0,      0.0000,        3434.694
      0.0,      2000.0,                1.000000,           1.000000,     38.0,         13819.3,           0.0,           0.0,      0.0000,        3838.776
      0.0,      2000.0,                1.000000,           1.000000,     42.0,         15273.9,           0.0,           0.0,      0.0000,        4242.857
      0.0,      2000.0,                1.000000,           1.000000,     46.0,         16728.6,           0.0,           0.0,      0.0000,        4646.939
      0.0,      2000.0,                1.000000,           1.000000,     48.0,         17455.9,           0.0,           0.0,      0.0000,        4848.980
      0.0,      2000.0,                1.000000,           1.000000,     50.0,         18183.2,           0.0,           0.0,      0.0000,        5051.020
      0.0,     10000.0,                0.000000,           1.000000,     21.0,          7110.0,           0.0,        1278.2,     19.1725,          -0.000
      0.0,     10000.0,                0.000000,           1.000000,     22.0,          7448.6,           0.0,        1339.0,     20.0854,          -0.000
      0.0,     10000.0,                0.000000,           1.000000,     24.0,          8125.7,           0.0,        1460.8,     21.9114,          -0.000
      0.0,     10000.0,                0.000000,           1.000000,     26.0,          8802.9,           0.0,        1582.5,     23.7373,          -0.000
      0.0,     10000.0,                0.000000,           1.000000,     30.0,         10157.2,           0.0,        1825.9,     27.3892,          -0.000
      0.0,     10000.0,                0.000000,           1.000000,     34.0,         11511.4,           0.0,        2069.4,     31.0411,          -0.000
      0.0,     10000.0,                0.000000,           1.000000,     38.0,         12865.7,           0.0,        2312.9,     34.6930,          -0.000
      0.0,     10000.0,                0.000000,           1.000000,     42.0,         14220.0,           0.0,        2556.3,     38.3449,          -0.000
      0.0,     10000.0,                0.000000,           1.000000,     46.0,         15574.3,           0.0,        2799.8,     41.9968,          -0.000
      0.0,     10000.0,                0.000000,           1.000000,     48.0,         16251.4,           0.0,        2921.5,     43.8228,          -0.000
      0.0,     10000.0,                0.000000,           1.000000,     50.0,         16928.6,           0.0,        3043.2,     45.6487,          -0.000
      0.0,     10000.0,                0.250000,           1.000000,     21.0,         15425.8,           0.0,        1278.2,     19.1725,        2310.000
      0.0,     10000.0,                0.250000,           1.000000,     22.0,         16160.4,           0.0,        1339.0,     20.0854,        2420.000
      0.0,     10000.0,                0.250000,           1.000000,     24.0,         17629.5,           0.0,        1460.8,     21.9114,        2640.000
      0.0,     10000.0,                0.250000,           1.000000,     26.0,         19098.6,           0.0,        1582.5,     23.7373,        2860.000
      0.0,     10000.0,                0.250000,           1.000000,     30.0,         22036.9,           0.0,        1825.9,     27.3892,        3300.000
      0.0,     10000.0,                0.250000,           1.000000,     34.0,         24975.1,           0.0,        2069.4,     31.0411,        3740.000
      0.0,     10000.0,                0.250000,           1.000000,     38.0,         27913.4,           0.0,        2312.9,     34.6930,        4180.000
      0.0,     10000.0,                0.250000,           1.000000,     42.0,         30851.6,           0.0,        2556.3,     38.3449,        4620.000
      0.0,     10000.0,                0.250000,           1.000000,     46.0,         33789.8,           0.0,        2799.8,     41.9968,        5060.000
      0.0,     10000.0,                0.250000,           1.000000,     48.0,         35259.0,           0.0,        2921.5,     43.8228,        5280.000
      0.0,     10000.0,                0.250000,           1.000000,     50.0,         36728.1,           0.0,        3043.2,     45.6487,        5500.000
      0.0,     10000.0,                0.500000,           1.000000,     21.0,         32057.4,           0.0,        1278.2,     19.1725,        6930.000
      0.0,     10000.0,                0.500000,           1.000000,     22.0,         33583.9,           0.0,        1339.0,     20.0854,        7260.000
      0.0,     10000.0,                0.500000,           1.000000,     24.0,         36637.0,           0.0,        1460.8,     21.9114,        7920.000
      0.0,     10000.0,                0.500000,           1.000000,     26.0,         39690.1,           0.0,        1582.5,     23.7373,        8580.000
      0.0,     10000.0,                0.500000,           1.000000,     30.0,         45796.3,           0.0,        1825.9,     27.3892,        9900.000
      0.0,     10000.0,                0.500000,           1.000000,     34.0,         51902.4,           0.0,        2069.4,     31.0411,       11220.000
      0.0,     10000.0,                0.500000,           1.000000,     38.0,         58008.6,           0.0,        2312.9,     34.6930,       12540.000
      0.0,     10000.0,                0.500000,           1.000000,     42.0,         64114.8,           0.0,        2556.3,     38.3449,       13860.000
      0.0,     10000.0,                0.500000,           1.000000,     46.0,         70221.0,           0.0,        2799.8,     41.9968,       15180.000
      0.0,     10000.0,                0.500000,           1.000000,     48.0,         73274.0,           0.0,        2921.5,     43.8228,       15840.000
      0.0,     10000.0,                0.500000,           1.000000,     50.0,         76327.1,           0.0,        3043.2,     45.6487,       16500.000
      0.0,     10000.0,                0.750000,           1.000000,     21.0,         81952.2,           0.0,        1278.2,     19.1725,       20790.000
      0.0,     10000.0,                0.750000,           1.000000,     22.0,         85854.6,           0.0,        1339.0,     20.0854,       21780.000
      0.0,     10000.0,                0.750000,           1.000000,     24.0,         93659.6,           0.0,        1460.8,     21.9114,       23760.000
      0.0,     10000.0,                0.750000,           1.000000,     26.0,        101464.6,           0.0,        1582.5,     23.7373,       25740.000
      0.0,     10000.0,                0.750000,           1.000000,     30.0,        117074.5,           0.0,        1825.9,     27.3892,       29700.000
      0.0,     10000.0,                0.750000,           1.000000,     34.0,        132684.5,           0.0,        2069.4,     31.0411,       33660.000
      0.0,     10000.0,                0.750000,           1.000000,     38.0,        148294.4,           0.0,        2312.9,     34.6930,       37620.000
      0.0,     10000.0,                0.750000,           1.000000,     42.0,        163904.3,           0.0,        2556.3,     38.3449,       41580.000
      0.0,     10000.0,                0.750000,           1.000000,     46.0,        179514.3,           0.0,        2799.8,     41.9968,       45540.000
      0.0,     10000.0,                0.750000,           1.000000,     48.0,        187319.2,           0.0,        2921.5,     43.8228,       47520.000
      0.0,     10000.0,                0.750000,           1.000000,     50.0,        195124.2,           0.0,        3043.2,     45.6487,       49500.000
      0.0,     10000.0,                1.000000,           1.000000,     21.0,          7637.0,           0.0,           0.0,      0.0000,        2121.429
      0.0,     10000.0,                1.000000,           1.000000,     22.0,          8000.6,           0.0,           0.0,      0.0000,        2222.449
      0.0,     10000.0,                1.000000,           1.000000,     24.0,          8727.9,           0.0,           0.0,      0.0000,        2424.490
      0.0,     10000.0,                1.000000,           1.000000,     26.0,          9455.3,           0.0,           0.0,      0.0000,        2626.531
      0.0,     10000.0,                1.000000,           1.000000,     30.0,         10909.9,           0.0,           0.0,      0.0000,        3030.612
      0.0,     10000.0,                1.000000,           1.000000,     34.0,         12364.6,           0.0,           0.0,      0.0000,        3434.694
      0.0,     10000.0,                1.000000,           1.000000,     38.0,         13819.3,           0.0,           0.0,      0.0000,        3838.776
      0.0,     10000.0,                1.000000,           1.000000,     42.0,         15273.9,           0.0,           0.0,      0.0000,        4242.857
      0.0,     10000.0,                1.000000,           1.000000,     46.0,         16728.6,           0.0,           0.0,      0.0000,        4646.939
      0.0,     10000.0,                1.000000,           1.000000,     48.0,         17455.9,           0.0,           0.0,      0.0000,        4848.980
      0.0,     10000.0,                1.000000,           1.000000,     50.0,         18183.2,           0.0,           0.0,      0.0000,        5051.020
      0.0,     20000.0,                0.000000,           1.000000,     21.0,          7110.0,           0.0,        1278.2,     19.1725,          -0.000
      0.0,     20000.0,                0.000000,           1.000000,     22.0,          7448.6,           0.0,        1339.0,     20.0854,          -0.000
      0.0,     20000.0,                0.000000,           1.000000,     24.0,          8125.7,           0.0,        1460.8,     21.9114,          -0.000
      0.0,     20000.0,                0.000000,           1.000000,     26.0,          8802.9,           0.0,        1582.5,     23.7373,          -0.000
      0.0,     20000.0,                0.000000,           1.000000,     30.0,         10157.2,           0.0,        1825.9,     27.3892,          -0.000
      0.0,     20000.0,                0.000000,           1.000000,     34.0,         11511.4,           0.0,        2069.4,     31.0411,          -0.000
      0.0,     20000.0,                0.000000,           1.000000,     38.0,         12865.7,           0.0,        2312.9,     34.6930,          -0.000
      0.0,     20000.0,                0.000000,           1.000000,     42.0,         14220.0,           0.0,        2556.3,     38.3449,          -0.000
      0.0,     20000.0,                0.000000,           1.000000,     46.0,         15574.3,           0.0,        2799.8,     41.9968,          -0.000
      0.0,     20000.0,                0.000000,           1.000000,     48.0,         16251.4,           0.0,        2921.5,     43.8228,          -0.000
      0.0,     20000.0,                0.000000,           1.000000,     50.0,         16928.6,           0.0,        3043.2,     45.6487,          -0.000
      0.0,     20000.0,                0.250000,           1.000000,     21.0,         15425.8,           0.0,        1278.2,     19.1725,        2310.000
      0.0,     20000.0,                0.250000,           1.000000,     22.0,         16160.4,           0.0,        1339.0,     20.0854,        2420.000
      0.0,     20000.0,                0.250000,           1.000000,     24.0,         17629.5,           0.0,        1460.8,     21.9114,        2640.000
      0.0,     20000.0,                0.250000,           1.000000,     26.0,         19098.6,           0.0,        1582.5,     23.7373,        2860.000
      0.0,     20000.0,                0.250000,           1.000000,     30.0,         22036.9,           0.0,        1825.9,     27.3892,        3300.000
      0.0,     20000.0,                0.250000,           1.000000,     34.0,         24975.1,           0.0,        2069.4,     31.0411,        3740.000
      0.0,     20000.0,                0.250000,           1.000000,     38.0,         27913.4,           0.0,        2312.9,     34.6930,        4180.000
      0.0,     20000.0,                0.250000,           1.000000,     42.0,         30851.6,           0.0,        2556.3,     38.3449,        4620.000
      0.0,     20000.0,                0.250000,           1.000000,     46.0,         33789.8,           0.0,        2799.8,     41.9968,        5060.000
      0.0,     20000.0,                0.250000,           1.000000,     48.0,         35259.0,           0.0,        2921.5,     43.8228,        5280.000
      0.0,     20000.0,                0.250000,           1.000000,     50.0,         36728.1,           0.0,        3043.2,     45.6487,        5500.000
      0.0,     20000.0,                0.500000,           1.000000,     21.0,         32057.4,           0.0,        1278.2,     19.1725,        6930.000
      0.0,     20000.0,                0.500000,           1.000000,     22.0,         33583.9,           0.0,        1339.0,     20.0854,        7260.000
      0.0,     20000.0,                0.500000,           1.000000,     24.0,         36637.0,           0.0,        1460.8,     21.9114,        7920.000
      0.0,     20000.0,                0.500000,           1.000000,     26.0,         39690.1,           0.0,        1582.5,     23.7373,        8580.000
      0.0,     20000.0,                0.500000,           1.000000,     30.0,         45796.3,           0.0,        1825.9,     27.3892,        9900.000
      0.0,     20000.0,                0.500000,           1.000000,     34.0,         51902.4,           0.0,        2069.4,     31.0411,       11220.000
      0.0,     20000.0,                0.500000,           1.000000,     38.0,         58008.6,           0.0,        2312.9,     34.6930,       12540.000
      0.0,     20000.0,                0.500000,           1.000000,     42.0,         64114.8,           0.0,        2556.3,     38.3449,       13860.000
      0.0,     20000.0,                0.500000,           1.000000,     46.0,         70221.0,           0.0,        2799.8,     41.9968,       15180.000
      0.0,     20000.0,                0.500000,           1.000000,     48.0,         73274.0,           0.0,        2921.5,     43.8228,       15840.000
      0.0,     20000.0,                0.500000,           1.000000,     50.0,         76327.1,           0.0,        3043.2,     45.6487,       16500.000
      0.0,     20000.0,                0.750000,           1.000000,     21.0,         81952.2,           0.0,        1278.2,     19.1725,       20790.000
      0.0,     20000.0,                0.750000,           1.000000,     22.0,         85854.6,           0.0,        1339.0,     20.0854,       21780.000
      0.0,     20000.0,                0.750000,           1.000000,     24.0,         93659.6,           0.0,        1460.8,     21.9114,       23760.000
      0.0,     20000.0,                0.750000,           1.000000,     26.0,        101464.6,           0.0,        1582.5,     23.7373,       25740.000
      0.0,     20000.0,                0.750000,           1.000000,     30.0,        117074.5,           0.0,        1825.9,     27.3892,       29700.000
      0.0,     20000.0,                0.750000,           1.000000,     34.0,        132684.5,           0.0,        2069.4,     31.0411,       33660.000
      0.0,     20000.0,                0.750000,           1.000000,     38.0,        148294.4,           0.0,        2312.9,     34.6930,       37620.000
      0.0,     20000.0,                0.750000,           1.000000,     42.0,        163904.3,           0.0,        2556.3,     38.3449,       41580.000
      0.0,     20000.0,                0.750000,           1.000000,     46.0,        179514.3,           0.0,        2799.8,     41.9968,       45540.000
      0.0,     20000.0,                0.750000,           1.000000,     48.0,        187319.2,           0.0,        2921.5,     43.8228,       47520.000
      0.0,     20000.0,                0.750000,           1.000000,     50.0,        195124.2,           0.0,        3043.2,     45.6487,       49500.000
      0.0,     20000.0,                1.000000,           1.000000,     21.0,          7637.0,           0.0,           0.0,      0.0000,        2121.429
      0.0,     20000.0,                1.000000,           1.000000,     22.0,          8000.6,           0.0,           0.0,      0.0000,        2222.449
      0.0,     20000.0,                1.000000,           1.000000,     24.0,          8727.9,           0.0,           0.0,      0.0000,        2424.490
      0.0,     20000.0,                1.000000,           1.000000,     26.0,          9455.3,           0.0,           0.0,      0.0000,        2626.531
      0.0,     20000.0,                1.000000,           1.000000,     30.0,         10909.9,           0.0,           0.0,      0.0000,        3030.612
      0.0,     20000.0,                1.000000,           1.000000,     34.0,         12364.6,           0.0,           0.0,      0.0000,        3434.694
      0.0,     20000.0,                1.000000,           1.000000,     38.0,         13819.3,           0.0,           0.0,      0.0000,        3838.776
      0.0,     20000.0,                1.000000,           1.000000,     42.0,         15273.9,           0.0,           0.0,      0.0000,        4242.857
      0.0,     20000.0,                1.000000,           1.000000,     46.0,         16728.6,           0.0,           0.0,      0.0000,        4646.939
      0.0,     20000.0,                1.000000,           1.000000,     48.0,         17455.9,           0.0,           0.0,      0.0000,        4848.980
      0.0,     20000.0,                1.000000,           1.000000,     50.0,         18183.2,           0.0,           0.0,      0.0000,        5051.020
      0.0,     30000.0,                0.000000,           1.000000,     21.0,          7110.0,           0.0,        1278.2,     19.1725,          -0.000
      0.0,     30000.0,                0.000000,           1.000000,     22.0,          7448.6,           0.0,        1339.0,     20.0854,          -0.000
      0.0,     30000.0,                0.000000,           1.000000,     24.0,          8125.7,           0.0,        1460.8,     21.9114,          -0.000
      0.0,     30000.0,                0.000000,           1.000000,     26.0,          8802.9,           0.0,        1582.5,     23.7373,          -0.000
      0.0,     30000.0,                0.000000,           1.000000,     30.0,         10157.2,           0.0,        1825.9,     27.3892,          -0.000
      0.0,     30000.0,                0.000000,           1.000000,     34.0,         11511.4,           0.0,        2069.4,     31.0411,          -0.000
      0.0,     30000.0,                0.000000,           1.000000,     38.0,         12865.7,           0.0,        2312.9,     34.6930,          -0.000
      0.0,     30000.0,                0.000000,           1.000000,     42.0,         14220.0,           0.0,        2556.3,     38.3449,          -0.000
      0.0,     30000.0,                0.000000,           1.000000,     46.0,         15574.3,           0.0,        2799.8,     41.9968,          -0.000
      0.0,     30000.0,                0.000000,           1.000000,     48.0,         16251.4,           0.0,        2921.5,     43.8228,          -0.000
      0.0,     30000.0,                0.000000,           1.000000,     50.0,         16928.6,           0.0,        3043.2,     45.6487,          -0.000
      0.0,     30000.0,                0.250000,           1.000000,     21.0,         15425.8,           0.0,        1278.2,     19.1725,        2310.000
      0.0,     30000.0,                0.250000,           1.000000,     22.0,         16160.4,           0.0,        1339.0,     20.0854,        2420.000
      0.0,     30000.0,                0.250000,           1.000000,     24.0,         17629.5,           0.0,        1460.8,     21.9114,        2640.000
      0.0,     30000.0,                0.250000,           1.000000,     26.0,         19098.6,           0.0,        1582.5,     23.7373,        2860.000
      0.0,     30000.0,                0.250000,           1.000000,     30.0,         22036.9,           0.0,        1825.9,     27.3892,        3300.000
      0.0,     30000.0,                0.250000,           1.000000,     34.0,         24975.1,           0.0,        2069.4,     31.0411,        3740.000
      0.0,     30000.0,                0.250000,           1.000000,     38.0,         27913.4,           0.0,        2312.9,     34.6930,        4180.000
      0.0,     30000.0,                0.250000,           1.000000,     42.0,         30851.6,           0.0,        2556.3,     38.3449,        4620.000
      0.0,     30000.0,                0.250000,           1.000000,     46.0,         33789.8,           0.0,        2799.8,     41.9968,        5060.000
